CODE_2,CODE,SHORT_DESCRIPTION,LONG_DESCRIPTION,CONCEPT_ID,CONCEPT_NAME,DOMAIN_ID,VOCABULARY_ID,CONCEPT_CLASS_ID,START_DATE,END_DATE,PREV_DOC_FLAG
C91.31,C9131,"Prolymphocytic leukemia of B-cell type, in remission","Prolymphocytic leukemia of B-cell type, in remission",45571569,"Prolymphocytic leukemia of B-cell type, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.32,C9132,"Prolymphocytic leukemia of B-cell type, in relapse","Prolymphocytic leukemia of B-cell type, in relapse",45552311,"Prolymphocytic leukemia of B-cell type, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.4,NA,NA,NA,1567684,Hairy cell leukemia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C91.40,C9140,Hairy cell leukemia not having achieved remission,Hairy cell leukemia not having achieved remission,45590964,Hairy cell leukemia not having achieved remission,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.41,C9141,"Hairy cell leukemia, in remission","Hairy cell leukemia, in remission",45542662,"Hairy cell leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.42,C9142,"Hairy cell leukemia, in relapse","Hairy cell leukemia, in relapse",45561872,"Hairy cell leukemia, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.5,NA,NA,NA,1567685,Adult T-cell lymphoma/leukemia (HTLV-1-associated),Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C91.50,C9150,Adult T-cell lymph/leuk (HTLV-1-assoc) not achieve remission,Adult T-cell lymphoma/leukemia (HTLV-1-associated) not having achieved remission,45561873,Adult T-cell lymphoma/leukemia (HTLV-1-associated) not having achieved remission,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.51,C9151,"Adult T-cell lymphoma/leukemia (HTLV-1-assoc), in remission","Adult T-cell lymphoma/leukemia (HTLV-1-associated), in remission",45552313,"Adult T-cell lymphoma/leukemia (HTLV-1-associated), in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.52,C9152,"Adult T-cell lymphoma/leukemia (HTLV-1-assoc), in relapse","Adult T-cell lymphoma/leukemia (HTLV-1-associated), in relapse",45586063,"Adult T-cell lymphoma/leukemia (HTLV-1-associated), in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.6,NA,NA,NA,1567686,Prolymphocytic leukemia of T-cell type,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C91.60,C9160,Prolymphocytic leukemia of T-cell type not achieve remission,Prolymphocytic leukemia of T-cell type not having achieved remission,45537874,Prolymphocytic leukemia of T-cell type not having achieved remission,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.61,C9161,"Prolymphocytic leukemia of T-cell type, in remission","Prolymphocytic leukemia of T-cell type, in remission",45586064,"Prolymphocytic leukemia of T-cell type, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.62,C9162,"Prolymphocytic leukemia of T-cell type, in relapse","Prolymphocytic leukemia of T-cell type, in relapse",45595718,"Prolymphocytic leukemia of T-cell type, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.70,NA,NA,NA,35206433,"Other lymphoid leukemia, not in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C91.71,NA,NA,NA,35206434,"Other lymphoid leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C91.9,NA,NA,NA,1567688,"Lymphoid leukemia, unspecified",Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C91.90,C9190,"Lymphoid leukemia, unspecified not having achieved remission","Lymphoid leukemia, unspecified not having achieved remission",45595719,"Lymphoid leukemia, unspecified not having achieved remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.91,C9191,"Lymphoid leukemia, unspecified, in remission","Lymphoid leukemia, unspecified, in remission",45547552,"Lymphoid leukemia, unspecified, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.92,C9192,"Lymphoid leukemia, unspecified, in relapse","Lymphoid leukemia, unspecified, in relapse",45586065,"Lymphoid leukemia, unspecified, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.A,NA,NA,NA,45566648,Mature B-cell leukemia Burkitt-type,Condition,ICD10CM,4-char nonbill code,12/30/2006,12/31/2099,TRUE
C91.A0,C91A0,Mature B-cell leukemia Burkitt-type not achieve remission,Mature B-cell leukemia Burkitt-type not having achieved remission,45590965,Mature B-cell leukemia Burkitt-type not having achieved remission,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.A1,C91A1,"Mature B-cell leukemia Burkitt-type, in remission","Mature B-cell leukemia Burkitt-type, in remission",45537875,"Mature B-cell leukemia Burkitt-type, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.A2,C91A2,"Mature B-cell leukemia Burkitt-type, in relapse","Mature B-cell leukemia Burkitt-type, in relapse",45547553,"Mature B-cell leukemia Burkitt-type, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.Z,NA,NA,NA,1567687,Other lymphoid leukemia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C91.Z0,C91Z0,Other lymphoid leukemia not having achieved remission,Other lymphoid leukemia not having achieved remission,45595720,Other lymphoid leukemia not having achieved remission,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.Z1,C91Z1,"Other lymphoid leukemia, in remission","Other lymphoid leukemia, in remission",45542664,"Other lymphoid leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C91.Z2,C91Z2,"Other lymphoid leukemia, in relapse","Other lymphoid leukemia, in relapse",45576366,"Other lymphoid leukemia, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92,NA,NA,NA,1567689,Myeloid leukemia,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,TRUE
C92.0,NA,NA,NA,1567690,Acute myeloblastic leukemia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C92.00,C9200,"Acute myeloblastic leukemia, not having achieved remission","Acute myeloblastic leukemia, not having achieved remission",45547554,"Acute myeloblastic leukemia, not having achieved remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.01,C9201,"Acute myeloblastic leukemia, in remission","Acute myeloblastic leukemia, in remission",45581255,"Acute myeloblastic leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.02,C9202,"Acute myeloblastic leukemia, in relapse","Acute myeloblastic leukemia, in relapse",45532959,"Acute myeloblastic leukemia, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.1,NA,NA,NA,1567691,"Chronic myeloid leukemia, BCR/ABL-positive",Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C92.10,C9210,"Chronic myeloid leuk, BCR/ABL-positive, not achieve remis","Chronic myeloid leukemia, BCR/ABL-positive, not having achieved remission",45576368,"Chronic myeloid leukemia, BCR/ABL-positive, not having achieved remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.11,C9211,"Chronic myeloid leukemia, BCR/ABL-positive, in remission","Chronic myeloid leukemia, BCR/ABL-positive, in remission",45595721,"Chronic myeloid leukemia, BCR/ABL-positive, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.12,C9212,"Chronic myeloid leukemia, BCR/ABL-positive, in relapse","Chronic myeloid leukemia, BCR/ABL-positive, in relapse",45547555,"Chronic myeloid leukemia, BCR/ABL-positive, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.2,NA,NA,NA,1567692,"Atypical chronic myeloid leukemia, BCR/ABL-negative",Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C92.20,C9220,"Atyp chronic myeloid leuk, BCR/ABL-neg, not achieve remis","Atypical chronic myeloid leukemia, BCR/ABL-negative, not having achieved remission",45561875,"Atypical chronic myeloid leukemia, BCR/ABL-negative, not having achieved remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.21,C9221,"Atypical chronic myeloid leukemia, BCR/ABL-neg, in remission","Atypical chronic myeloid leukemia, BCR/ABL-negative, in remission",45586066,"Atypical chronic myeloid leukemia, BCR/ABL-negative, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.22,C9222,"Atypical chronic myeloid leukemia, BCR/ABL-neg, in relapse","Atypical chronic myeloid leukemia, BCR/ABL-negative, in relapse",45547556,"Atypical chronic myeloid leukemia, BCR/ABL-negative, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.3,NA,NA,NA,1567693,Myeloid sarcoma,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C92.30,C9230,"Myeloid sarcoma, not having achieved remission","Myeloid sarcoma, not having achieved remission",45532960,"Myeloid sarcoma, not having achieved remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.31,C9231,"Myeloid sarcoma, in remission","Myeloid sarcoma, in remission",45552314,"Myeloid sarcoma, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.32,C9232,"Myeloid sarcoma, in relapse","Myeloid sarcoma, in relapse",45595722,"Myeloid sarcoma, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.4,NA,NA,NA,1567694,Acute promyelocytic leukemia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C92.40,C9240,"Acute promyelocytic leukemia, not having achieved remission","Acute promyelocytic leukemia, not having achieved remission",45532961,"Acute promyelocytic leukemia, not having achieved remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.41,C9241,"Acute promyelocytic leukemia, in remission","Acute promyelocytic leukemia, in remission",45547557,"Acute promyelocytic leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.42,C9242,"Acute promyelocytic leukemia, in relapse","Acute promyelocytic leukemia, in relapse",45605331,"Acute promyelocytic leukemia, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.5,NA,NA,NA,1567695,Acute myelomonocytic leukemia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C92.50,C9250,"Acute myelomonocytic leukemia, not having achieved remission","Acute myelomonocytic leukemia, not having achieved remission",45557043,"Acute myelomonocytic leukemia, not having achieved remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.51,C9251,"Acute myelomonocytic leukemia, in remission","Acute myelomonocytic leukemia, in remission",45595723,"Acute myelomonocytic leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.52,C9252,"Acute myelomonocytic leukemia, in relapse","Acute myelomonocytic leukemia, in relapse",45561876,"Acute myelomonocytic leukemia, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.6,NA,NA,NA,1567696,Acute myeloid leukemia with 11q23-abnormality,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C92.60,C9260,Acute myeloid leukemia w 11q23-abnormality not achieve remis,Acute myeloid leukemia with 11q23-abnormality not having achieved remission,45561877,Acute myeloid leukemia with 11q23-abnormality not having achieved remission,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.61,C9261,Acute myeloid leukemia with 11q23-abnormality in remission,Acute myeloid leukemia with 11q23-abnormality in remission,45586067,Acute myeloid leukemia with 11q23-abnormality in remission,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.62,C9262,Acute myeloid leukemia with 11q23-abnormality in relapse,Acute myeloid leukemia with 11q23-abnormality in relapse,45532962,Acute myeloid leukemia with 11q23-abnormality in relapse,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.70,NA,NA,NA,35206435,"Other myeloid leukemia, not in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C92.71,NA,NA,NA,35206436,"Other myeloid leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C92.9,NA,NA,NA,1567698,"Myeloid leukemia, unspecified",Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C92.90,C9290,"Myeloid leukemia, unspecified, not having achieved remission","Myeloid leukemia, unspecified, not having achieved remission",45561879,"Myeloid leukemia, unspecified, not having achieved remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.91,C9291,"Myeloid leukemia, unspecified in remission","Myeloid leukemia, unspecified in remission",45576369,"Myeloid leukemia, unspecified in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.92,C9292,"Myeloid leukemia, unspecified in relapse","Myeloid leukemia, unspecified in relapse",45571573,"Myeloid leukemia, unspecified in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.A,NA,NA,NA,45605332,Acute myeloid leukemia with multilineage dysplasia,Condition,ICD10CM,4-char nonbill code,12/30/2006,12/31/2099,TRUE
C92.A0,C92A0,"Acute myeloid leuk w multilin dysplasia, not achieve remis","Acute myeloid leukemia with multilineage dysplasia, not having achieved remission",45557045,"Acute myeloid leukemia with multilineage dysplasia, not having achieved remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.A1,C92A1,"Acute myeloid leukemia w multilin dysplasia, in remission","Acute myeloid leukemia with multilineage dysplasia, in remission",45586068,"Acute myeloid leukemia with multilineage dysplasia, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.A2,C92A2,"Acute myeloid leukemia w multilineage dysplasia, in relapse","Acute myeloid leukemia with multilineage dysplasia, in relapse",45532963,"Acute myeloid leukemia with multilineage dysplasia, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.Z,NA,NA,NA,1567697,Other myeloid leukemia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C92.Z0,C92Z0,Other myeloid leukemia not having achieved remission,Other myeloid leukemia not having achieved remission,45537877,Other myeloid leukemia not having achieved remission,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.Z1,C92Z1,"Other myeloid leukemia, in remission","Other myeloid leukemia, in remission",45542665,"Other myeloid leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C92.Z2,C92Z2,"Other myeloid leukemia, in relapse","Other myeloid leukemia, in relapse",45586069,"Other myeloid leukemia, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C93,NA,NA,NA,1567699,Monocytic leukemia,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,TRUE
C93.0,NA,NA,NA,1567700,Acute monoblastic/monocytic leukemia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C93.00,C9300,"Acute monoblastic/monocytic leukemia, not achieve remission","Acute monoblastic/monocytic leukemia, not having achieved remission",45581257,"Acute monoblastic/monocytic leukemia, not having achieved remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C93.01,C9301,"Acute monoblastic/monocytic leukemia, in remission","Acute monoblastic/monocytic leukemia, in remission",45571574,"Acute monoblastic/monocytic leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C93.02,C9302,"Acute monoblastic/monocytic leukemia, in relapse","Acute monoblastic/monocytic leukemia, in relapse",45537878,"Acute monoblastic/monocytic leukemia, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C93.1,NA,NA,NA,1567701,Chronic myelomonocytic leukemia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C93.10,C9310,Chronic myelomonocytic leukemia not achieve remission,Chronic myelomonocytic leukemia not having achieved remission,45557046,Chronic myelomonocytic leukemia not having achieved remission,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C93.11,C9311,"Chronic myelomonocytic leukemia, in remission","Chronic myelomonocytic leukemia, in remission",45566649,"Chronic myelomonocytic leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C93.12,C9312,"Chronic myelomonocytic leukemia, in relapse","Chronic myelomonocytic leukemia, in relapse",45600567,"Chronic myelomonocytic leukemia, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C93.20,NA,NA,NA,35206437,"Subacute monocytic leukemia, not in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C93.21,NA,NA,NA,35206438,"Subacute monocytic leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C93.3,NA,NA,NA,1567702,Juvenile myelomonocytic leukemia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C93.30,C9330,"Juvenile myelomonocytic leukemia, not achieve remission","Juvenile myelomonocytic leukemia, not having achieved remission",45547559,"Juvenile myelomonocytic leukemia, not having achieved remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C93.31,C9331,"Juvenile myelomonocytic leukemia, in remission","Juvenile myelomonocytic leukemia, in remission",45552315,"Juvenile myelomonocytic leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C93.32,C9332,"Juvenile myelomonocytic leukemia, in relapse","Juvenile myelomonocytic leukemia, in relapse",45557047,"Juvenile myelomonocytic leukemia, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C93.70,NA,NA,NA,35206439,"Other monocytic leukemia, not in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C93.71,NA,NA,NA,35206440,"Other monocytic leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C93.9,NA,NA,NA,1567704,"Monocytic leukemia, unspecified",Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C93.90,C9390,"Monocytic leukemia, unsp, not having achieved remission","Monocytic leukemia, unspecified, not having achieved remission",45600569,"Monocytic leukemia, unspecified, not having achieved remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C93.91,C9391,"Monocytic leukemia, unspecified in remission","Monocytic leukemia, unspecified in remission",45561881,"Monocytic leukemia, unspecified in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C93.92,C9392,"Monocytic leukemia, unspecified in relapse","Monocytic leukemia, unspecified in relapse",45542666,"Monocytic leukemia, unspecified in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C93.Z,NA,NA,NA,1567703,Other monocytic leukemia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C93.Z0,C93Z0,"Other monocytic leukemia, not having achieved remission","Other monocytic leukemia, not having achieved remission",45605334,"Other monocytic leukemia, not having achieved remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C93.Z1,C93Z1,"Other monocytic leukemia, in remission","Other monocytic leukemia, in remission",45571575,"Other monocytic leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C93.Z2,C93Z2,"Other monocytic leukemia, in relapse","Other monocytic leukemia, in relapse",45581259,"Other monocytic leukemia, in relapse",Condition,ICD10CM,5-char billing code,12/30/2006,12/31/2099,TRUE
C94,NA,NA,NA,1567705,Other leukemias of specified cell type,Condition,ICD10CM,3-char nonbill code,1/1/2012,12/31/2099,TRUE
C94.0,NA,NA,NA,1567706,Acute erythroid leukemia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C94.00,C9400,"Acute erythroid leukemia, not having achieved remission","Acute erythroid leukemia, not having achieved remission",45590966,"Acute erythroid leukemia, not having achieved remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C94.01,C9401,"Acute erythroid leukemia, in remission","Acute erythroid leukemia, in remission",45571577,"Acute erythroid leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C94.02,C9402,"Acute erythroid leukemia, in relapse","Acute erythroid leukemia, in relapse",45566650,"Acute erythroid leukemia, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C94.10,NA,NA,NA,35206441,"Chronic erythremia, not in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C94.11,NA,NA,NA,35206442,"Chronic erythremia, in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C94.2,NA,NA,NA,1567707,Acute megakaryoblastic leukemia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C94.20,C9420,Acute megakaryoblastic leukemia not achieve remission,Acute megakaryoblastic leukemia not having achieved remission,45586070,Acute megakaryoblastic leukemia not having achieved remission,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C94.21,C9421,"Acute megakaryoblastic leukemia, in remission","Acute megakaryoblastic leukemia, in remission",45571578,"Acute megakaryoblastic leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C94.22,C9422,"Acute megakaryoblastic leukemia, in relapse","Acute megakaryoblastic leukemia, in relapse",45547560,"Acute megakaryoblastic leukemia, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C94.3,NA,NA,NA,1567708,Mast cell leukemia,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C94.30,C9430,Mast cell leukemia not having achieved remission,Mast cell leukemia not having achieved remission,45605335,Mast cell leukemia not having achieved remission,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C94.31,C9431,"Mast cell leukemia, in remission","Mast cell leukemia, in remission",45600570,"Mast cell leukemia, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C94.32,C9432,"Mast cell leukemia, in relapse","Mast cell leukemia, in relapse",45532964,"Mast cell leukemia, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C94.4,NA,NA,NA,1567709,Acute panmyelosis with myelofibrosis,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C94.40,C9440,Acute panmyelosis w myelofibrosis not achieve remission,Acute panmyelosis with myelofibrosis not having achieved remission,45595724,Acute panmyelosis with myelofibrosis not having achieved remission,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C94.41,C9441,"Acute panmyelosis with myelofibrosis, in remission","Acute panmyelosis with myelofibrosis, in remission",45552316,"Acute panmyelosis with myelofibrosis, in remission",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C94.42,C9442,"Acute panmyelosis with myelofibrosis, in relapse","Acute panmyelosis with myelofibrosis, in relapse",45581260,"Acute panmyelosis with myelofibrosis, in relapse",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
C94.50,NA,NA,NA,35206443,"Acute myelofibrosis, not in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C94.51,NA,NA,NA,35206444,"Acute myelofibrosis, in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C94.6,C946,"Myelodysplastic disease, not elsewhere classified","Myelodysplastic disease, not elsewhere classified",920124,"Myelodysplastic disease, not elsewhere classified",Condition,ICD10CM,4-char billing code,1/1/2010,12/31/2099,TRUE
C94.70,NA,NA,NA,35206445,"Other specified leukemias, not in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C94.71,NA,NA,NA,35206446,"Other specified leukemias, in remission",Condition,ICD10CM,5-char billing code,1/1/2007,12/31/2009,TRUE
C94.8,NA,NA,NA,1567710,Other specified leukemias,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
C94.80,C9480,Other specified leukemias not having achieved remission,Other specified leukemias not having achieved remission,45542668,Other specified leukemias not having achieved remission,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
