DX_CODE_2,CODE,SHORT_DESCRIPTION,LONG_DESCRIPTION,CONCEPT_ID,CONCEPT_NAME,DOMAIN_ID,VOCABULARY_ID,CONCEPT_CLASS_ID,START_DATE,END_DATE,PREV_DOC_FLAG
E10.3399,E103399,"Type 1 diab with mod nonp rtnop without macular edema, unsp","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",37200156,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.34,NA,NA,NA,1567947,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy,Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,FALSE
E10.341,E10341,Type 1 diab w severe nonprlf diabetic rtnop w macular edema,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema                                                                                                                                                                   ,45595794,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,Condition,ICD10CM,6-char nonbill code,1/1/1970,12/31/2099,FALSE
E10.3411,E103411,"Type 1 diab with severe nonp rtnop with macular edema, r eye","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",37200157,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3412,E103412,"Type 1 diab with severe nonp rtnop with macular edema, l eye","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",37200158,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3413,E103413,"Type 1 diab with severe nonp rtnop with macular edema, bi","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",37200159,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3419,E103419,"Type 1 diab with severe nonp rtnop with macular edema, unsp","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",37200160,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.349,E10349,Type 1 diab w severe nonprlf diab rtnop w/o macular edema,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema                                                                                                                                                                ,45537958,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,Condition,ICD10CM,6-char nonbill code,1/1/1970,12/31/2099,FALSE
E10.3491,E103491,"Type 1 diab with severe nonp rtnop without mclr edema, r eye","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",37200161,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3492,E103492,"Type 1 diab with severe nonp rtnop without mclr edema, l eye","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",37200162,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3493,E103493,"Type 1 diab with severe nonp rtnop without mclr edema, bi","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",37200163,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3499,E103499,"Type 1 diab with severe nonp rtnop without mclr edema, unsp","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",37200164,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.35,NA,NA,NA,1567948,Type 1 diabetes mellitus with proliferative diabetic retinopathy,Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,FALSE
E10.351,E10351,"Type 1 diab with prolif diab rtnop with macular edema, r eye",Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema                                                                                                                                                                             ,45576437,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,Condition,ICD10CM,6-char nonbill code,1/1/1970,12/31/2099,FALSE
E10.3511,E103511,"Type 1 diab with prolif diab rtnop with macular edema, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",37200165,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3512,E103512,"Type 1 diab with prolif diab rtnop with macular edema, l eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",37200166,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3513,E103513,"Type 1 diab with prolif diab rtnop with macular edema, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",37200167,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3519,E103519,"Type 1 diab with prolif diab rtnop with macular edema, unsp","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",37200168,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.352,E10352,Type 1 diab with prolif diab rtnop with trctn dtch macula,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,37200169,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,Condition,ICD10CM,6-char nonbill code,1/1/2017,12/31/2099,FALSE
E10.3521,E103521,"Type 1 diab w prolif diab rtnop w trctn dtch macula, r eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",37200170,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3522,E103522,"Type 1 diab w prolif diab rtnop w trctn dtch macula, l eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",37200171,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3523,E103523,"Type 1 diab w prolif diab rtnop with trctn dtch macula, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",37200172,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3529,E103529,"Type 1 diab w prolif diab rtnop with trctn dtch macula, unsp","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",37200173,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.353,E10353,Type 1 diab with prolif diab rtnop with trctn dtch n-mcla,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,37200174,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,Condition,ICD10CM,6-char nonbill code,1/1/2017,12/31/2099,FALSE
E10.3531,E103531,"Type 1 diab w prolif diab rtnop w trctn dtch n-mcla, r eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",37200175,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3532,E103532,"Type 1 diab w prolif diab rtnop w trctn dtch n-mcla, l eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",37200176,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3533,E103533,"Type 1 diab w prolif diab rtnop with trctn dtch n-mcla, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",37200177,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3539,E103539,"Type 1 diab w prolif diab rtnop with trctn dtch n-mcla, unsp","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",37200178,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.354,E10354,Type 1 diabetes with prolif diabetic rtnop with comb detach,Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,37200179,Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,Condition,ICD10CM,6-char nonbill code,1/1/2017,12/31/2099,FALSE
E10.3541,E103541,"Type 1 diab with prolif diab rtnop with comb detach, r eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",37200180,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3542,E103542,"Type 1 diab with prolif diab rtnop with comb detach, l eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",37200181,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3543,E103543,"Type 1 diab with prolif diabetic rtnop with comb detach, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",37200182,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3549,E103549,"Type 1 diab with prolif diab rtnop with comb detach, unsp","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",37200183,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.355,E10355,Type 1 diabetes with stable prolif diabetic retinopathy,Type 1 diabetes mellitus with stable proliferative diabetic retinopathy,37200184,Type 1 diabetes mellitus with stable proliferative diabetic retinopathy,Condition,ICD10CM,6-char nonbill code,1/1/2017,12/31/2099,FALSE
E10.3551,E103551,"Type 1 diabetes with stable prolif diabetic rtnop, right eye","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",37200185,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3552,E103552,"Type 1 diabetes with stable prolif diabetic rtnop, left eye","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",37200186,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3553,E103553,"Type 1 diabetes with stable prolif diabetic rtnop, bilateral","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",37200187,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3559,E103559,"Type 1 diabetes with stable prolif diabetic rtnop, unsp","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",37200188,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.359,E10359,Type 1 diabetes w prolif diabetic rtnop w/o macular edema,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema                                                                                                                                                                          ,45571654,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,Condition,ICD10CM,6-char nonbill code,1/1/1970,12/31/2099,FALSE
E10.3591,E103591,"Type 1 diab with prolif diab rtnop without mclr edema, r eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",37200189,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3592,E103592,"Type 1 diab with prolif diab rtnop without mclr edema, l eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",37200190,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3593,E103593,"Type 1 diab with prolif diab rtnop without macular edema, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",37200191,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.3599,E103599,"Type 1 diab with prolif diab rtnop without mclr edema, unsp","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",37200192,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.36,E1036,Type 1 diabetes mellitus with diabetic cataract,Type 1 diabetes mellitus with diabetic cataract                                                                                                                                                                                                                 ,45552382,Type 1 diabetes mellitus with diabetic cataract,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
E10.37,E1037,"Type 1 diab with diabetic macular edema, resolved fol trtmt","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment",37200193,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment",Condition,ICD10CM,5-char nonbill code,1/1/2017,12/31/2099,FALSE
E10.37X1,E1037X1,"Type 1 diab with diab mclr edema, resolved fol trtmt, r eye","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",37200194,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.37X2,E1037X2,"Type 1 diab with diab mclr edema, resolved fol trtmt, l eye","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",37200195,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.37X3,E1037X3,"Type 1 diab with diab macular edema, resolved fol trtmt, bi","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",37200196,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.37X9,E1037X9,"Type 1 diab with diab mclr edema, resolved fol trtmt, unsp","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",37200197,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,FALSE
E10.39,E1039,Type 1 diabetes w oth diabetic ophthalmic complication,Type 1 diabetes mellitus with other diabetic ophthalmic complication                                                                                                                                                                                            ,45576438,Type 1 diabetes mellitus with other diabetic ophthalmic complication,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
E10.4,NA,NA,NA,1567949,Type 1 diabetes mellitus with neurological complications,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,FALSE
E10.40,E1040,"Type 1 diabetes mellitus with diabetic neuropathy, unsp","Type 1 diabetes mellitus with diabetic neuropathy, unspecified                                                                                                                                                                                                  ",45600638,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
E10.41,E1041,Type 1 diabetes mellitus with diabetic mononeuropathy,Type 1 diabetes mellitus with diabetic mononeuropathy                                                                                                                                                                                                           ,45576439,Type 1 diabetes mellitus with diabetic mononeuropathy,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
E10.42,E1042,Type 1 diabetes mellitus with diabetic polyneuropathy,Type 1 diabetes mellitus with diabetic polyneuropathy                                                                                                                                                                                                           ,45595795,Type 1 diabetes mellitus with diabetic polyneuropathy,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
E10.43,E1043,Type 1 diabetes w diabetic autonomic (poly)neuropathy,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy                                                                                                                                                                                               ,45533017,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
E10.44,E1044,Type 1 diabetes mellitus with diabetic amyotrophy,Type 1 diabetes mellitus with diabetic amyotrophy                                                                                                                                                                                                               ,45561948,Type 1 diabetes mellitus with diabetic amyotrophy,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,FALSE
