"DX_CODE_2","CODE","LONG_DESCRIPTION","SHORT_DESCRIPTION","CONCEPT_ID","CONCEPT_NAME","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID","START_DATE","END_DATE"
"144.0","1440","Malignant neoplasm of anterior portion of floor of mouth","Mal neo ant floor mouth",44828726,"Malignant neoplasm of anterior portion of floor of mouth","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"144.1","1441","Malignant neoplasm of lateral portion of floor of mouth","Mal neo lat floor mouth",44835664,"Malignant neoplasm of lateral portion of floor of mouth","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"144.8","1448","Malignant neoplasm of other sites of floor of mouth","Mal neo mouth floor NEC",44834477,"Malignant neoplasm of other sites of floor of mouth","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"144.9","1449","Malignant neoplasm of floor of mouth, part unspecified","Mal neo mouth floor NOS",44827543,"Malignant neoplasm of floor of mouth, part unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"145",NA,NA,NA,44826385,"Malignant neoplasm of other and unspecified parts of mouth","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"145.0","1450","Malignant neoplasm of cheek mucosa","Mal neo cheek mucosa",44825193,"Malignant neoplasm of cheek mucosa","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"145.1","1451","Malignant neoplasm of vestibule of mouth","Mal neo mouth vestibule",44834478,"Malignant neoplasm of vestibule of mouth","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"145.2","1452","Malignant neoplasm of hard palate","Malig neo hard palate",44825194,"Malignant neoplasm of hard palate","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"145.3","1453","Malignant neoplasm of soft palate","Malig neo soft palate",44827544,"Malignant neoplasm of soft palate","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"145.4","1454","Malignant neoplasm of uvula","Malignant neoplasm uvula",44835665,"Malignant neoplasm of uvula","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"145.5","1455","Malignant neoplasm of palate, unspecified","Malignant neo palate NOS",44826386,"Malignant neoplasm of palate, unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"145.6","1456","Malignant neoplasm of retromolar area","Malig neo retromolar",44819420,"Malignant neoplasm of retromolar area","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"145.8","1458","Malignant neoplasm of other specified parts of mouth","Malig neoplasm mouth NEC",44835666,"Malignant neoplasm of other specified parts of mouth","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"145.9","1459","Malignant neoplasm of mouth, unspecified","Malig neoplasm mouth NOS",44833284,"Malignant neoplasm of mouth, unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"146",NA,NA,NA,44830966,"Malignant neoplasm of oropharynx","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"146.0","1460","Malignant neoplasm of tonsil","Malignant neopl tonsil",44827545,"Malignant neoplasm of tonsil","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"146.1","1461","Malignant neoplasm of tonsillar fossa","Mal neo tonsillar fossa",44830967,"Malignant neoplasm of tonsillar fossa","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"146.2","1462","Malignant neoplasm of tonsillar pillars (anterior) (posterior)","Mal neo tonsil pillars",44827546,"Malignant neoplasm of tonsillar pillars (anterior) (posterior)","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"146.3","1463","Malignant neoplasm of vallecula epiglottica","Malign neopl vallecula",44825195,"Malignant neoplasm of vallecula epiglottica","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"146.4","1464","Malignant neoplasm of anterior aspect of epiglottis","Mal neo ant epiglottis",44829789,"Malignant neoplasm of anterior aspect of epiglottis","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"146.5","1465","Malignant neoplasm of junctional region of oropharynx","Mal neo epiglottis junct",44834479,"Malignant neoplasm of junctional region of oropharynx","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"146.6","1466","Malignant neoplasm of lateral wall of oropharynx","Mal neo lat oropharynx",44830968,"Malignant neoplasm of lateral wall of oropharynx","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"146.7","1467","Malignant neoplasm of posterior wall of oropharynx","Mal neo post oropharynx",44835667,"Malignant neoplasm of posterior wall of oropharynx","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"146.8","1468","Malignant neoplasm of other specified sites of oropharynx","Mal neo oropharynx NEC",44826387,"Malignant neoplasm of other specified sites of oropharynx","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"146.9","1469","Malignant neoplasm of oropharynx, unspecified site","Malig neo oropharynx NOS",44819421,"Malignant neoplasm of oropharynx, unspecified site","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"147",NA,NA,NA,44819422,"Malignant neoplasm of nasopharynx","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"147.0","1470","Malignant neoplasm of superior wall of nasopharynx","Mal neo super nasopharyn",44826388,"Malignant neoplasm of superior wall of nasopharynx","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"147.1","1471","Malignant neoplasm of posterior wall of nasopharynx","Mal neo post nasopharynx",44821722,"Malignant neoplasm of posterior wall of nasopharynx","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"147.2","1472","Malignant neoplasm of lateral wall of nasopharynx","Mal neo lat nasopharynx",44833285,"Malignant neoplasm of lateral wall of nasopharynx","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"147.3","1473","Malignant neoplasm of anterior wall of nasopharynx","Mal neo ant nasopharynx",44833286,"Malignant neoplasm of anterior wall of nasopharynx","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"147.8","1478","Malignant neoplasm of other specified sites of nasopharynx","Mal neo nasopharynx NEC",44836820,"Malignant neoplasm of other specified sites of nasopharynx","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"147.9","1479","Malignant neoplasm of nasopharynx, unspecified site","Mal neo nasopharynx NOS",44820595,"Malignant neoplasm of nasopharynx, unspecified site","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"148",NA,NA,NA,44829790,"Malignant neoplasm of hypopharynx","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"148.0","1480","Malignant neoplasm of postcricoid region of hypopharynx","Mal neo postcricoid",44835668,"Malignant neoplasm of postcricoid region of hypopharynx","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"148.1","1481","Malignant neoplasm of pyriform sinus","Mal neo pyriform sinus",44833287,"Malignant neoplasm of pyriform sinus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"148.2","1482","Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect","Mal neo aryepiglott fold",44836821,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"148.3","1483","Malignant neoplasm of posterior hypopharyngeal wall","Mal neo post hypopharynx",44827547,"Malignant neoplasm of posterior hypopharyngeal wall","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"148.8","1488","Malignant neoplasm of other specified sites of hypopharynx","Mal neo hypopharynx NEC",44830969,"Malignant neoplasm of other specified sites of hypopharynx","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"148.9","1489","Malignant neoplasm of hypopharynx, unspecified site","Mal neo hypopharynx NOS",44826389,"Malignant neoplasm of hypopharynx, unspecified site","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"149",NA,NA,NA,44827548,"Malignant neoplasm of other and ill-defined sites within the lip, oral cavity, and pharynx","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"149.0","1490","Malignant neoplasm of pharynx, unspecified","Mal neo pharynx NOS",44836822,"Malignant neoplasm of pharynx, unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"149.1","1491","Malignant neoplasm of waldeyer's ring","Mal neo waldeyer's ring",44827549,"Malignant neoplasm of waldeyer's ring","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"149.8","1498","Malignant neoplasm of other sites within the lip and oral cavity","Mal neo oral/pharynx NEC",44833288,"Malignant neoplasm of other sites within the lip and oral cavity","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"149.9","1499","Malignant neoplasm of ill-defined sites within the lip and oral cavity","Mal neo orophryn ill-def",44828727,"Malignant neoplasm of ill-defined sites within the lip and oral cavity","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"150",NA,NA,NA,44834480,"Malignant neoplasm of esophagus","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"150.0","1500","Malignant neoplasm of cervical esophagus","Mal neo cervical esophag",44828728,"Malignant neoplasm of cervical esophagus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"150.1","1501","Malignant neoplasm of thoracic esophagus","Mal neo thoracic esophag",44820596,"Malignant neoplasm of thoracic esophagus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"150.2","1502","Malignant neoplasm of abdominal esophagus","Mal neo abdomin esophag",44836823,"Malignant neoplasm of abdominal esophagus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"150.3","1503","Malignant neoplasm of upper third of esophagus","Mal neo upper 3rd esoph",44829791,"Malignant neoplasm of upper third of esophagus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"150.4","1504","Malignant neoplasm of middle third of esophagus","Mal neo middle 3rd esoph",44829792,"Malignant neoplasm of middle third of esophagus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"150.5","1505","Malignant neoplasm of lower third of esophagus","Mal neo lower 3rd esoph",44821723,"Malignant neoplasm of lower third of esophagus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"150.8","1508","Malignant neoplasm of other specified part of esophagus","Mal neo esophagus NEC",44822865,"Malignant neoplasm of other specified part of esophagus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"150.9","1509","Malignant neoplasm of esophagus, unspecified site","Mal neo esophagus NOS",44827550,"Malignant neoplasm of esophagus, unspecified site","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"151",NA,NA,NA,44828729,"Malignant neoplasm of stomach","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"151.0","1510","Malignant neoplasm of cardia","Mal neo stomach cardia",44822866,"Malignant neoplasm of cardia","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"151.1","1511","Malignant neoplasm of pylorus","Malignant neo pylorus",44820597,"Malignant neoplasm of pylorus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"151.2","1512","Malignant neoplasm of pyloric antrum","Mal neo pyloric antrum",44833289,"Malignant neoplasm of pyloric antrum","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"151.3","1513","Malignant neoplasm of fundus of stomach","Mal neo stomach fundus",44835669,"Malignant neoplasm of fundus of stomach","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"151.4","1514","Malignant neoplasm of body of stomach","Mal neo stomach body",44820598,"Malignant neoplasm of body of stomach","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"151.5","1515","Malignant neoplasm of lesser curvature of stomach, unspecified","Mal neo stom lesser curv",44829793,"Malignant neoplasm of lesser curvature of stomach, unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"151.6","1516","Malignant neoplasm of greater curvature of stomach, unspecified","Mal neo stom great curv",44836824,"Malignant neoplasm of greater curvature of stomach, unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"151.8","1518","Malignant neoplasm of other specified sites of stomach","Malig neopl stomach NEC",44822867,"Malignant neoplasm of other specified sites of stomach","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"151.9","1519","Malignant neoplasm of stomach, unspecified site","Malig neopl stomach NOS",44820599,"Malignant neoplasm of stomach, unspecified site","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"152",NA,NA,NA,44827551,"Malignant neoplasm of small intestine, including duodenum","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"152.0","1520","Malignant neoplasm of duodenum","Malignant neopl duodenum",44834481,"Malignant neoplasm of duodenum","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"152.1","1521","Malignant neoplasm of jejunum","Malignant neopl jejunum",44826390,"Malignant neoplasm of jejunum","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"152.2","1522","Malignant neoplasm of ileum","Malignant neoplasm ileum",44822868,"Malignant neoplasm of ileum","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"152.3","1523","Malignant neoplasm of Meckel's diverticulum","Mal neo meckel's divert",44832118,"Malignant neoplasm of Meckel's diverticulum","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"152.8","1528","Malignant neoplasm of other specified sites of small intestine","Mal neo small bowel NEC",44833290,"Malignant neoplasm of other specified sites of small intestine","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"152.9","1529","Malignant neoplasm of small intestine, unspecified site","Mal neo small bowel NOS",44829794,"Malignant neoplasm of small intestine, unspecified site","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"153",NA,NA,NA,44822869,"Malignant neoplasm of colon","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"153.0","1530","Malignant neoplasm of hepatic flexure","Mal neo hepatic flexure",44834482,"Malignant neoplasm of hepatic flexure","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"153.1","1531","Malignant neoplasm of transverse colon","Mal neo transverse colon",44820600,"Malignant neoplasm of transverse colon","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"153.2","1532","Malignant neoplasm of descending colon","Mal neo descend colon",44826391,"Malignant neoplasm of descending colon","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"153.3","1533","Malignant neoplasm of sigmoid colon","Mal neo sigmoid colon",44824023,"Malignant neoplasm of sigmoid colon","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"153.4","1534","Malignant neoplasm of cecum","Malignant neoplasm cecum",44832119,"Malignant neoplasm of cecum","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"153.5","1535","Malignant neoplasm of appendix vermiformis","Malignant neo appendix",44836825,"Malignant neoplasm of appendix vermiformis","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"153.6","1536","Malignant neoplasm of ascending colon","Malig neo ascend colon",44836826,"Malignant neoplasm of ascending colon","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"153.7","1537","Malignant neoplasm of splenic flexure","Mal neo splenic flexure",44833291,"Malignant neoplasm of splenic flexure","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"153.8","1538","Malignant neoplasm of other specified sites of large intestine","Malignant neo colon NEC",44826392,"Malignant neoplasm of other specified sites of large intestine","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"153.9","1539","Malignant neoplasm of colon, unspecified site","Malignant neo colon NOS",44827552,"Malignant neoplasm of colon, unspecified site","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"154",NA,NA,NA,44835670,"Malignant neoplasm of rectum, rectosigmoid junction, and anus","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"154.0","1540","Malignant neoplasm of rectosigmoid junction","Mal neo rectosigmoid jct",44822870,"Malignant neoplasm of rectosigmoid junction","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"154.1","1541","Malignant neoplasm of rectum","Malignant neopl rectum",44825196,"Malignant neoplasm of rectum","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"154.2","1542","Malignant neoplasm of anal canal","Malig neopl anal canal",44826393,"Malignant neoplasm of anal canal","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"154.3","1543","Malignant neoplasm of anus, unspecified site","Malignant neo anus NOS",44826394,"Malignant neoplasm of anus, unspecified site","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"154.8","1548","Malignant neoplasm of other sites of rectum, rectosigmoid junction, and anus","Mal neo rectum/anus NEC",44830970,"Malignant neoplasm of other sites of rectum, rectosigmoid junction, and anus","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"155",NA,NA,NA,44829795,"Malignant neoplasm of liver and intrahepatic bile ducts","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"155.0","1550","Malignant neoplasm of liver, primary","Mal neo liver, primary",44819423,"Malignant neoplasm of liver, primary","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"155.1","1551","Malignant neoplasm of intrahepatic bile ducts","Mal neo intrahepat ducts",44826395,"Malignant neoplasm of intrahepatic bile ducts","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"155.2","1552","Malignant neoplasm of liver, not specified as primary or secondary","Malignant neo liver NOS",44829796,"Malignant neoplasm of liver, not specified as primary or secondary","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"156",NA,NA,NA,44835671,"Malignant neoplasm of gallbladder and extrahepatic bile ducts","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"156.0","1560","Malignant neoplasm of gallbladder","Malig neo gallbladder",44829797,"Malignant neoplasm of gallbladder","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"156.1","1561","Malignant neoplasm of extrahepatic bile ducts","Mal neo extrahepat ducts",44834483,"Malignant neoplasm of extrahepatic bile ducts","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"156.2","1562","Malignant neoplasm of ampulla of vater","Mal neo ampulla of vater",44820601,"Malignant neoplasm of ampulla of vater","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"156.8","1568","Malignant neoplasm of other specified sites of gallbladder and extrahepatic bile ducts","Malig neo biliary NEC",44832120,"Malignant neoplasm of other specified sites of gallbladder and extrahepatic bile ducts","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"156.9","1569","Malignant neoplasm of biliary tract, part unspecified site","Malig neo biliary NOS",44836827,"Malignant neoplasm of biliary tract, part unspecified site","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"157",NA,NA,NA,44830971,"Malignant neoplasm of pancreas","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"157.0","1570","Malignant neoplasm of head of pancreas","Mal neo pancreas head",44822871,"Malignant neoplasm of head of pancreas","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"157.1","1571","Malignant neoplasm of body of pancreas","Mal neo pancreas body",44825197,"Malignant neoplasm of body of pancreas","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"157.2","1572","Malignant neoplasm of tail of pancreas","Mal neo pancreas tail",44820602,"Malignant neoplasm of tail of pancreas","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"157.3","1573","Malignant neoplasm of pancreatic duct","Mal neo pancreatic duct",44835672,"Malignant neoplasm of pancreatic duct","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"157.4","1574","Malignant neoplasm of islets of langerhans","Mal neo islet langerhans",44826396,"Malignant neoplasm of islets of langerhans","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"157.8","1578","Malignant neoplasm of other specified sites of pancreas","Malig neo pancreas NEC",44829798,"Malignant neoplasm of other specified sites of pancreas","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"157.9","1579","Malignant neoplasm of pancreas, part unspecified","Malig neo pancreas NOS",44828730,"Malignant neoplasm of pancreas, part unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"158",NA,NA,NA,44828731,"Malignant neoplasm of retroperitoneum and peritoneum","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"158.0","1580","Malignant neoplasm of retroperitoneum","Mal neo retroperitoneum",44819424,"Malignant neoplasm of retroperitoneum","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"158.8","1588","Malignant neoplasm of specified parts of peritoneum","Mal neo peritoneum NEC",44826397,"Malignant neoplasm of specified parts of peritoneum","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"158.9","1589","Malignant neoplasm of peritoneum, unspecified","Mal neo peritoneum NOS",44832121,"Malignant neoplasm of peritoneum, unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"159",NA,NA,NA,44834484,"Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31"
"159.0","1590","Malignant neoplasm of intestinal tract, part unspecified","Malig neo intestine NOS",44836828,"Malignant neoplasm of intestinal tract, part unspecified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
"159.1","1591","Malignant neoplasm of spleen, not elsewhere classified","Malignant neo spleen NEC",44820603,"Malignant neoplasm of spleen, not elsewhere classified","Condition","ICD9CM","4-dig billing code","1970-01-01","2099-12-31"
