CONCEPT_ID,CONCEPT_NAME,CONCEPT_CLASS_ID,CONCEPT_VOCAB_ID
45538473,Acute tonsillitis, unspecified,5-char billing code,ICD10CM
3124798,Throat infection - tonsillitis,Clinical Finding,Nebraska Lexicon
45928443,chronic adenotonsillitis,Diagnosis,CIEL
3356896,Chronic adenotonsillitis,Clinical Finding,Nebraska Lexicon
3105870,Chronic adenotonsillitis,Clinical Finding,Nebraska Lexicon
40316081,Chronic adenotonsillitis,Disorder,SNOMED
3150491,Benign tumour of palatine tonsil,Clinical Finding,Nebraska Lexicon
35206501,Benign neoplasm of tonsil,4-char billing code,ICD10CM
42485394,Benign neoplasm of tonsil,KCD7 code,KCD7
45542681,Benign neoplasm: Tonsil,ICD10 code,ICD10
36565231,Intraductal papilloma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36555509,Myoepithelioma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
44833347,Benign neoplasm of tonsil,4-dig billing code,ICD9CM
40387164,Benign tumor of tonsil,Disorder,SNOMED
36525021,Basal cell adenoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36528643,Papilloma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36529421,Pleomorphic adenoma of tonsil, NOS,ICDO Condition,ICDO3
36550999,Canalicular adenoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36520860,Cystadenoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36555751,Granular cell tumor, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36561580,Cystadenoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
40541841,Benign tumor of faucial tonsil,Disorder,SNOMED
3121017,Benign tumour of tonsil,Clinical Finding,Nebraska Lexicon
45955071,Benign Neoplasm of Tonsil,Diagnosis,CIEL
36549201,Granular cell tumor, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36533416,Papilloma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36542108,Pleomorphic adenoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36535866,Basal cell adenoma of tonsil, NOS,ICDO Condition,ICDO3
36527593,Canalicular adenoma of tonsil, NOS,ICDO Condition,ICDO3
3184949,Benign neoplasm of palatine tonsil,Clinical Finding,Nebraska Lexicon
36553481,Intraductal papilloma of tonsil, NOS,ICDO Condition,ICDO3
44503762,Neoplasm, benign of tonsil, NOS,ICDO Condition,ICDO3
26060,Benign neoplasm of tonsil,Disorder,SNOMED
36535096,Myoepithelioma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
40345746,(Hypertrophy of adenoid &/or tonsils) or (chronic adenoid disease),Disorder,SNOMED
40316080,(Hypertrophy of adenoid &/or tonsils) or (chronic adenoid disease),Disorder,SNOMED
3105869,Tonsil and/or adenoid hypertrophy,Clinical Finding,Nebraska Lexicon
35207992,Hypertrophy of tonsils,4-char billing code,ICD10CM
45928301,Hypertrophy of Tonsils,Diagnosis,CIEL
45906316,TONSILAR ENLARGEMENT,Finding,CIEL
44827817,Hypertrophy of tonsils alone,5-dig billing code,ICD9CM
3406419,Enlargement of tonsils,Clinical Finding,Nebraska Lexicon
3141638,Tonsil and/or adenoid hypertrophy,Clinical Finding,Nebraska Lexicon
28457,Hypertrophy of tonsils,Disorder,SNOMED
31598,Hypertrophy of tonsils AND adenoids,Disorder,SNOMED
45601127,Hypertrophy of tonsils,ICD10 code,ICD10
42488982,Hypertrophy of tonsils,KCD7 code,KCD7
4239899,Size of tonsil,Observable Entity,SNOMED
36543967,Giant cell and spindle cell carcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36551158,B lymphoblastic leukemia/lymphoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36551162,Carcinoma ex pleomorphic adenoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36527368,Hodgkin lymphoma, mixed cellularity, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36517490,Malignant histiocytosis of overlapping lesion of tonsil,ICDO Condition,ICDO3
36552948,B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1) of overlapping lesion of tonsil,ICDO Condition,ICDO3
36553027,Liposarcoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36538548,Hodgkin lymphoma, nodular lymphocyte predominant of overlapping lesion of tonsil,ICDO Condition,ICDO3
36518819,Urothelial carcinoma, sarcomatoid of overlapping lesion of tonsil,ICDO Condition,ICDO3
36524126,Small cell sarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36523543,Glassy cell carcinoma of tonsil, NOS,ICDO Condition,ICDO3
36562840,Giant cell and spindle cell carcinoma of tonsil, NOS,ICDO Condition,ICDO3
36529616,Adenocarcinoma with mixed subtypes of overlapping lesion of tonsil,ICDO Condition,ICDO3
36545057,Fibroblastic liposarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36518275,Schneiderian carcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36534111,Papillary adenocarcinoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36560495,Hodgkin sarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36538366,Myeloproliferative neoplasm, unclassifiable of overlapping lesion of tonsil,ICDO Condition,ICDO3
36528725,Myxoid liposarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36560557,Langerhans cell histiocytosis, disseminated of tonsil, NOS,ICDO Condition,ICDO3
36517344,Carcinoma with osteoclast-like giant cells of tonsil, NOS,ICDO Condition,ICDO3
36523253,Histiocytic sarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
44499536,Adenocarcinoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36520782,Giant cell sarcoma of tonsil, NOS,ICDO Condition,ICDO3
36540620,Hodgkin lymphoma, nodular lymphocyte predominant of tonsil, NOS,ICDO Condition,ICDO3
36551645,Hodgkin lymphoma, nodular sclerosis, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36564846,Kaposi sarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36517970,Systemic EBV positive T-cell lymphoproliferative disease of childhood of overlapping lesion of tonsil,ICDO Condition,ICDO3
36567899,Polygonal cell carcinoma of tonsil, NOS,ICDO Condition,ICDO3
36519292,Mucoepidermoid carcinoma of tonsil, NOS,ICDO Condition,ICDO3
36523962,Pleomorphic liposarcoma of tonsil, NOS,ICDO Condition,ICDO3
36531456,Sarcoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36529152,Carcinoma, undifferentiated, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36544122,Composite Hodgkin and non-Hodgkin lymphoma of tonsil, NOS,ICDO Condition,ICDO3
44502619,Adenoid cystic carcinoma of tonsil, NOS,ICDO Condition,ICDO3
36541147,Scirrhous adenocarcinoma of tonsil, NOS,ICDO Condition,ICDO3
36550172,Myoepithelial carcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36552957,Pseudosarcomatous carcinoma of tonsil, NOS,ICDO Condition,ICDO3
36527615,Large cell carcinoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
40650440,Primary malignant neoplasm of tonsil,Disorder,SNOMED
36566606,Giant cell carcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36556717,Schneiderian carcinoma of tonsil, NOS,ICDO Condition,ICDO3
36536779,Infiltrating duct carcinoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36556943,Basal cell adenocarcinoma of tonsil, NOS,ICDO Condition,ICDO3
36523395,Myeloid sarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36568356,Tumor cells, malignant of tonsil, NOS,ICDO Condition,ICDO3
36559085,Pleomorphic rhabdomyosarcoma, adult type of tonsil, NOS,ICDO Condition,ICDO3
36524130,B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1 of tonsil, NOS,ICDO Condition,ICDO3
36556617,Epithelioid cell melanoma of tonsil, NOS,ICDO Condition,ICDO3
36562877,Desmoplastic small round cell tumor of tonsil, NOS,ICDO Condition,ICDO3
36555840,B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1) of overlapping lesion of tonsil,ICDO Condition,ICDO3
36528051,Undifferentiated sarcoma of tonsil, NOS,ICDO Condition,ICDO3
36527847,Malignant tumor, spindle cell type of overlapping lesion of tonsil,ICDO Condition,ICDO3
44503764,Neoplasm, malignant of tonsil, NOS,ICDO Condition,ICDO3
36557290,Villous adenocarcinoma of tonsil, NOS,ICDO Condition,ICDO3
36559501,Basal cell adenocarcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36551980,B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged of tonsil, NOS,ICDO Condition,ICDO3
36531363,Low cumulative sun damage melanoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36554824,Mucosal lentiginous melanoma of tonsil, NOS,ICDO Condition,ICDO3
36545396,Sarcoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36566799,Spindle cell rhabdomyosarcoma of tonsil, NOS,ICDO Condition,ICDO3
36549295,Carcinosarcoma, embryonal of tonsil, NOS,ICDO Condition,ICDO3
36540031,Spindle cell carcinoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36537657,Liposarcoma, well differentiated, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36567837,B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged of overlapping lesion of tonsil,ICDO Condition,ICDO3
44501297,Hodgkin lymphoma, lymphocyte depletion, NOS, of tonsil, NOS,ICDO Condition,ICDO3
42512299,Small cell carcinoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36538647,Acinar cell carcinoma of tonsil, NOS,ICDO Condition,ICDO3
36551185,Basaloid carcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36522822,Hodgkin lymphoma, lymphocyte depletion, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36551942,Mucinous adenocarcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
42484691,Malignant neoplasm of tonsil,KCD7 code,KCD7
36537756,Malignant tumor, clear cell type of overlapping lesion of tonsil,ICDO Condition,ICDO3
3418461,Primary malignant neoplasm of tonsil,Clinical Finding,Nebraska Lexicon
36558924,Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis of tonsil, NOS,ICDO Condition,ICDO3
36557690,Malignant tumor, spindle cell type of tonsil, NOS,ICDO Condition,ICDO3
36552189,Carcinoma, anaplastic, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36557728,Interdigitating dendritic cell sarcoma of tonsil, NOS,ICDO Condition,ICDO3
44502793,Synovial sarcoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36543049,Large cell neuroendocrine carcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36559135,Dedifferentiated liposarcoma of tonsil, NOS,ICDO Condition,ICDO3
36538605,Adenosquamous carcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36519004,Rhabdomyosarcoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36517730,Balloon cell melanoma of tonsil, NOS,ICDO Condition,ICDO3
36544150,Small cell sarcoma of tonsil, NOS,ICDO Condition,ICDO3
44501371,Kaposi sarcoma of tonsil, NOS,ICDO Condition,ICDO3
36529688,T-cell large granular lymphocytic leukemia of tonsil, NOS,ICDO Condition,ICDO3
36558901,Malignant melanoma arising in giant congenital nevus of overlapping lesion of tonsil,ICDO Condition,ICDO3
36522255,Hodgkin lymphoma, nodular sclerosis, grade 1 of tonsil, NOS,ICDO Condition,ICDO3
36565286,Basaloid carcinoma of tonsil, NOS,ICDO Condition,ICDO3
36541910,Fibroblastic liposarcoma of tonsil, NOS,ICDO Condition,ICDO3
36565146,Adenocarcinoma with mixed subtypes of tonsil, NOS,ICDO Condition,ICDO3
36532994,Myeloid or lymphoid neoplasm with FGFR1 abnormalities of overlapping lesion of tonsil,ICDO Condition,ICDO3
36558486,Large cell carcinoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36556721,Round cell liposarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
37018947,Primary squamous cell carcinoma of palatine tonsil,Disorder,SNOMED
36527604,Polymorphous adenocarcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36539792,Balloon cell melanoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36543796,B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma of tonsil, NOS,ICDO Condition,ICDO3
36537847,Cloacogenic carcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36564658,Neoplasm, malignant of overlapping lesion of tonsil,ICDO Condition,ICDO3
36554258,Rhabdomyosarcoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36559246,Adenocarcinoma in villous adenoma of tonsil, NOS,ICDO Condition,ICDO3
36559718,Cribriform carcinoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
45600478,Malignant neoplasm: Tonsil, unspecified,ICD10 code,ICD10
36562183,Cribriform carcinoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36560290,Amelanotic melanoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36552438,Polymorphous adenocarcinoma of tonsil, NOS,ICDO Condition,ICDO3
36563456,Myeloid or lymphoid neoplasm with PDGFRA rearrangement of tonsil, NOS,ICDO Condition,ICDO3
36545315,Desmoplastic melanoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36538141,Hodgkin lymphoma, nodular sclerosis, grade 2 of overlapping lesion of tonsil,ICDO Condition,ICDO3
36547558,Mixed type rhabdomyosarcoma of tonsil, NOS,ICDO Condition,ICDO3
36546238,Hodgkin lymphoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36561775,Myeloid sarcoma of tonsil, NOS,ICDO Condition,ICDO3
36522264,Carcinosarcoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36539325,B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1) of tonsil, NOS,ICDO Condition,ICDO3
36524664,Malignant mastocytosis of tonsil, NOS,ICDO Condition,ICDO3
36540568,Carcinoma, anaplastic, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36538041,Tumor cells, malignant of overlapping lesion of tonsil,ICDO Condition,ICDO3
36543601,Follicular dendritic cell sarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36554574,Oxyphilic adenocarcinoma of tonsil, NOS,ICDO Condition,ICDO3
36558979,Carcinosarcoma, embryonal of overlapping lesion of tonsil,ICDO Condition,ICDO3
36543085,Malignant lymphoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36518913,Myeloid or lymphoid neoplasm with FGFR1 abnormalities of tonsil, NOS,ICDO Condition,ICDO3
36546485,Hodgkin lymphoma, nodular sclerosis, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36543473,B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH of tonsil, NOS,ICDO Condition,ICDO3
36532323,Giant cell carcinoma of tonsil, NOS,ICDO Condition,ICDO3
36559953,Pleomorphic liposarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36531925,Adenocarcinoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36532916,Spindle cell carcinoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36566072,Spindle cell sarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36556608,Mucosal lentiginous melanoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36531141,Hodgkin granuloma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36534628,Mixed tumor, malignant, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36554507,Interdigitating dendritic cell sarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36562315,Myxoid liposarcoma of tonsil, NOS,ICDO Condition,ICDO3
36532083,Malignant lymphoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36545058,Liposarcoma, well differentiated, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36537997,Carcinoma with osteoclast-like giant cells of overlapping lesion of tonsil,ICDO Condition,ICDO3
36548224,Hodgkin lymphoma, lymphocyte-rich of tonsil, NOS,ICDO Condition,ICDO3
36561426,Epithelioid sarcoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36549834,Malignant melanoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36536456,B lymphoblastic leukemia/lymphoma with hypodiploidy (Hypodiploid ALL) of overlapping lesion of tonsil,ICDO Condition,ICDO3
36532159,Adenosquamous carcinoma of tonsil, NOS,ICDO Condition,ICDO3
36545868,Fibroblastic reticular cell tumor of overlapping lesion of tonsil,ICDO Condition,ICDO3
44502424,Large cell neuroendocrine carcinoma of tonsil, NOS,ICDO Condition,ICDO3
36520721,Hodgkin lymphoma, lymphocyte depletion, reticular of tonsil, NOS,ICDO Condition,ICDO3
36521587,Langerhans cell sarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36539733,Transitional cell carcinoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
1567469,Malignant neoplasm of tonsil,3-char nonbill code,ICD10CM
36529238,Spindle cell melanoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36524425,Myeloid or lymphoid neoplasm with PDGFRA rearrangement of overlapping lesion of tonsil,ICDO Condition,ICDO3
36530995,Papillary adenocarcinoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36545216,Myoepithelial carcinoma of tonsil, NOS,ICDO Condition,ICDO3
36539912,B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH of overlapping lesion of tonsil,ICDO Condition,ICDO3
36522776,Mixed type rhabdomyosarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36552415,Mixed liposarcoma of tonsil, NOS,ICDO Condition,ICDO3
36534987,Malignant tumor, giant cell type of overlapping lesion of tonsil,ICDO Condition,ICDO3
45561784,Malignant neoplasm of tonsil,ICD10 Hierarchy,ICD10
36557006,Epithelial-myoepithelial carcinoma of tonsil, NOS,ICDO Condition,ICDO3
36524045,Acinar cell carcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36558431,Round cell liposarcoma of tonsil, NOS,ICDO Condition,ICDO3
36538337,Low cumulative sun damage melanoma of tonsil, NOS,ICDO Condition,ICDO3
36533415,Mucin-producing adenocarcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36538485,Systemic EBV positive T-cell lymphoproliferative disease of childhood of tonsil, NOS,ICDO Condition,ICDO3
36537654,Malignant tumor, clear cell type of tonsil, NOS,ICDO Condition,ICDO3
36527192,Hodgkin lymphoma, nodular sclerosis, cellular phase of overlapping lesion of tonsil,ICDO Condition,ICDO3
36558458,Papillary cystadenocarcinoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36537459,Polygonal cell carcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36520525,Myeloproliferative neoplasm, unclassifiable of tonsil, NOS,ICDO Condition,ICDO3
36543560,Mixed tumor, malignant, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36529374,Adenocarcinoma in tubulovillous adenoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36522875,Hodgkin lymphoma, lymphocyte-rich of overlapping lesion of tonsil,ICDO Condition,ICDO3
36517363,B lymphoblastic leukemia/lymphoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36557779,Epithelioid cell melanoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
35206087,Malignant neoplasm of tonsil, unspecified,4-char billing code,ICD10CM
36563805,Follicular dendritic cell sarcoma of tonsil, NOS,ICDO Condition,ICDO3
36522839,Precursor T-cell lymphoblastic leukemia of tonsil, NOS,ICDO Condition,ICDO3
36518011,Dedifferentiated liposarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36558265,Urothelial carcinoma, sarcomatoid of tonsil, NOS,ICDO Condition,ICDO3
36522846,Hodgkin lymphoma, nodular sclerosis, cellular phase of tonsil, NOS,ICDO Condition,ICDO3
36519290,Villous adenocarcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
42484695,Malignant neoplasm of tonsil, unspecified,KCD7 code,KCD7
36528888,Superficial spreading adenocarcinoma of tonsil, NOS,ICDO Condition,ICDO3
36564810,Mucoepidermoid carcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36521123,Desmoplastic melanoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
1553384,Neuroendocrine carcinoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36549032,Embryonal rhabdomyosarcoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36547941,B lymphoblastic leukemia/lymphoma with hyperdiploidy of overlapping lesion of tonsil,ICDO Condition,ICDO3
36547974,Mixed liposarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36533086,Epithelial-myoepithelial carcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36553445,Pleomorphic rhabdomyosarcoma, adult type of overlapping lesion of tonsil,ICDO Condition,ICDO3
36558996,Hodgkin lymphoma, lymphocyte depletion, reticular of overlapping lesion of tonsil,ICDO Condition,ICDO3
36528319,Malignant tumor, small cell type of tonsil, NOS,ICDO Condition,ICDO3
36523108,Mast cell sarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36565681,Superficial spreading adenocarcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36565048,Large cell carcinoma with rhabdoid phenotype of overlapping lesion of tonsil,ICDO Condition,ICDO3
42512329,Leiomyosarcoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36540520,Adenocarcinoma in tubulovillous adenoma of tonsil, NOS,ICDO Condition,ICDO3
36547445,Fibroblastic reticular cell tumor of tonsil, NOS,ICDO Condition,ICDO3
36542092,Giant cell sarcoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36546866,B lymphoblastic leukemia/lymphoma with hypodiploidy (Hypodiploid ALL) of tonsil, NOS,ICDO Condition,ICDO3
36517750,Malignant melanoma, regressing of tonsil, NOS,ICDO Condition,ICDO3
36553033,B lymphoblastic leukemia/lymphoma with hyperdiploidy of tonsil, NOS,ICDO Condition,ICDO3
36563759,Hodgkin lymphoma, nodular sclerosis, grade 1 of overlapping lesion of tonsil,ICDO Condition,ICDO3
36563525,Epithelioid sarcoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36564683,Pleomorphic carcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36552201,Glassy cell carcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
44827545,Malignant neoplasm of tonsil,4-dig billing code,ICD9CM
36543164,Embryonal rhabdomyosarcoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36522301,Hodgkin lymphoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36548889,Malignant tumor, small cell type of overlapping lesion of tonsil,ICDO Condition,ICDO3
3164965,Malignant neoplasm of palatine tonsil,Clinical Finding,Nebraska Lexicon
36537629,B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36519697,Spindle cell sarcoma of tonsil, NOS,ICDO Condition,ICDO3
36561694,Transitional cell carcinoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36553759,Papillary cystadenocarcinoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36564770,Carcinoma ex pleomorphic adenoma of tonsil, NOS,ICDO Condition,ICDO3
36533165,Clear cell adenocarcinoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36539256,Malignant Spitz tumor of tonsil, NOS,ICDO Condition,ICDO3
36557160,Carcinoma, undifferentiated, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36521434,Oxyphilic adenocarcinoma of overlapping lesion of tonsil,ICDO Condition,ICDO3
36538456,Histiocytic sarcoma of tonsil, NOS,ICDO Condition,ICDO3
36543821,Liposarcoma, NOS, of tonsil, NOS,ICDO Condition,ICDO3
36553437,Epithelioma, malignant of overlapping lesion of tonsil,ICDO Condition,ICDO3
31509,Primary malignant neoplasm of tonsil,Disorder,SNOMED
36564282,Spindle cell melanoma, NOS, of overlapping lesion of tonsil,ICDO Condition,ICDO3
36521881,Malignant mastocytosis of overlapping lesion of tonsil,ICDO Condition,ICDO3
