DX_CODE_2,CODE,SHORT_DESCRIPTION,LONG_DESCRIPTION,CONCEPT_ID,CONCEPT_NAME,DOMAIN_ID,VOCABULARY_ID,CONCEPT_CLASS_ID,START_DATE,END_DATE,PREV_DOC_FLAG
E08.29,E0829,Diabetes due to undrl condition w oth diabetic kidney comp,Diabetes mellitus due to underlying condition with other diabetic kidney complication,45542728,Diabetes mellitus due to underlying condition with other diabetic kidney complication,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
E08.3,NA,NA,NA,1567910,Diabetes mellitus due to underlying condition with ophthalmic complications,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
E08.31,NA,NA,NA,1567911,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy,Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
E08.311,E08311,Diab due to undrl cond w unsp diabetic rtnop w macular edema,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema,45533010,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
E08.319,E08319,Diab due to undrl cond w unsp diab rtnop w/o macular edema,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema,45552373,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema,Condition,ICD10CM,6-char billing code,1/1/1970,12/31/2099,TRUE
E08.32,NA,NA,NA,1567912,Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy,Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
E08.321,E08321,Diab d/t undrl cond w mild nonprlf diab rtnop w mclr edema,Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema,45600633,Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema,Condition,ICD10CM,6-char nonbill code,1/1/1970,12/31/2099,TRUE
E08.3211,E083211,"Diabetes with mild nonp rtnop with macular edema, right eye","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, right eye",37200027,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3212,E083212,"Diabetes with mild nonp rtnop with macular edema, left eye","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, left eye",37200028,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3213,E083213,"Diabetes with mild nonp rtnop with macular edema, bilateral","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, bilateral",37200029,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3219,E083219,"Diabetes with mild nonp rtnop with macular edema, unsp","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",37200030,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.329,E08329,Diab d/t undrl cond w mild nonprlf diab rtnop w/o mclr edema,Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema,45600634,Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema,Condition,ICD10CM,6-char nonbill code,1/1/1970,12/31/2099,TRUE
E08.3291,E083291,"Diabetes with mild nonp rtnop without macular edema, r eye","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, right eye",37200031,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3292,E083292,"Diab with mild nonp rtnop without macular edema, left eye","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, left eye",37200032,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3293,E083293,"Diabetes with mild nonp rtnop without macular edema, bi","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, bilateral",37200033,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3299,E083299,"Diabetes with mild nonp rtnop without macular edema, unsp","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",37200034,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.33,NA,NA,NA,1567913,Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy,Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
E08.331,E08331,Diab due to undrl cond w mod nonprlf diab rtnop w mclr edema,Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema,45557107,Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema,Condition,ICD10CM,6-char nonbill code,1/1/1970,12/31/2099,TRUE
E08.3311,E083311,"Diabetes with moderate nonp rtnop with macular edema, r eye","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, right eye",37200035,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3312,E083312,"Diab with moderate nonp rtnop with macular edema, left eye","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, left eye",37200036,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3313,E083313,"Diabetes with moderate nonp rtnop with macular edema, bi","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",37200037,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3319,E083319,"Diabetes with moderate nonp rtnop with macular edema, unsp","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",37200038,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.339,E08339,Diab d/t undrl cond w mod nonprlf diab rtnop w/o mclr edema,Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema,45566723,Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema,Condition,ICD10CM,6-char nonbill code,1/1/1970,12/31/2099,TRUE
E08.3391,E083391,"Diab with moderate nonp rtnop without macular edema, r eye","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, right eye",37200039,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3392,E083392,"Diab with moderate nonp rtnop without macular edema, l eye","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, left eye",37200040,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3393,E083393,"Diabetes with moderate nonp rtnop without macular edema, bi","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",37200041,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3399,E083399,"Diab with moderate nonp rtnop without macular edema, unsp","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",37200042,"Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.34,NA,NA,NA,1567914,Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy,Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
E08.341,E08341,Diab d/t undrl cond w severe nonprlf diab rtnop w mclr edema,Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema,45581342,Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema,Condition,ICD10CM,6-char nonbill code,1/1/1970,12/31/2099,TRUE
E08.3411,E083411,"Diabetes with severe nonp rtnop with macular edema, r eye","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, right eye",37200043,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3412,E083412,"Diabetes with severe nonp rtnop with macular edema, left eye","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, left eye",37200044,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3413,E083413,"Diabetes with severe nonp rtnop with macular edema, bi","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, bilateral",37200045,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3419,E083419,"Diabetes with severe nonp rtnop with macular edema, unsp","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",37200046,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.349,E08349,Diab d/t undrl cond w sev nonprlf diab rtnop w/o mclr edema,Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema,45542729,Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema,Condition,ICD10CM,6-char nonbill code,1/1/1970,12/31/2099,TRUE
E08.3491,E083491,"Diabetes with severe nonp rtnop without macular edema, r eye","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, right eye",37200047,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3492,E083492,"Diab with severe nonp rtnop without macular edema, left eye","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, left eye",37200048,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3493,E083493,"Diabetes with severe nonp rtnop without macular edema, bi","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, bilateral",37200049,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3499,E083499,"Diabetes with severe nonp rtnop without macular edema, unsp","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",37200050,"Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.35,NA,NA,NA,1567915,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy,Condition,ICD10CM,5-char nonbill code,1/1/2012,12/31/2099,TRUE
E08.351,E08351,Diab due to undrl cond w prolif diab rtnop w macular edema,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema,45591023,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema,Condition,ICD10CM,6-char nonbill code,1/1/1970,12/31/2099,TRUE
E08.3511,E083511,"Diab with prolif diabetic rtnop with macular edema, r eye","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, right eye",37200051,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3512,E083512,"Diab with prolif diabetic rtnop with macular edema, left eye","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, left eye",37200052,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3513,E083513,"Diabetes with prolif diabetic rtnop with macular edema, bi","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, bilateral",37200053,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3519,E083519,"Diabetes with prolif diabetic rtnop with macular edema, unsp","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, unspecified eye",37200054,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.352,E08352,Diabetes with prolif diabetic rtnop with trctn dtch macula,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula,37200055,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula,Condition,ICD10CM,6-char nonbill code,1/1/2017,12/31/2099,TRUE
E08.3521,E083521,"Diab with prolif diab rtnop with trctn dtch macula, r eye","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",37200056,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3522,E083522,"Diab with prolif diab rtnop with trctn dtch macula, left eye","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",37200057,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3523,E083523,"Diab with prolif diabetic rtnop with trctn dtch macula, bi","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",37200058,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3529,E083529,"Diab with prolif diabetic rtnop with trctn dtch macula, unsp","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",37200059,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.353,E08353,Diabetes with prolif diabetic rtnop with trctn dtch n-mcla,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,37200060,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,Condition,ICD10CM,6-char nonbill code,1/1/2017,12/31/2099,TRUE
E08.3531,E083531,"Diab with prolif diab rtnop with trctn dtch n-mcla, r eye","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",37200061,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3532,E083532,"Diab with prolif diab rtnop with trctn dtch n-mcla, left eye","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",37200062,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3533,E083533,"Diab with prolif diabetic rtnop with trctn dtch n-mcla, bi","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",37200063,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3539,E083539,"Diab with prolif diabetic rtnop with trctn dtch n-mcla, unsp","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",37200064,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.354,E08354,Diabetes with prolif diabetic rtnop with combined detachment,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,37200065,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,Condition,ICD10CM,6-char nonbill code,1/1/2017,12/31/2099,TRUE
E08.3541,E083541,"Diabetes with prolif diabetic rtnop with comb detach, r eye","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",37200066,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3542,E083542,"Diab with prolif diabetic rtnop with comb detach, left eye","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",37200067,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3543,E083543,"Diabetes with prolif diabetic rtnop with combined detach, bi","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",37200068,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3549,E083549,"Diabetes with prolif diabetic rtnop with comb detach, unsp","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",37200069,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.355,E08355,Diabetes with stable proliferative diabetic retinopathy,Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy,37200070,Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy,Condition,ICD10CM,6-char nonbill code,1/1/2017,12/31/2099,TRUE
E08.3551,E083551,"Diabetes with stable prolif diabetic retinopathy, right eye","Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, right eye",37200071,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3552,E083552,"Diabetes with stable prolif diabetic retinopathy, left eye","Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, left eye",37200072,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3553,E083553,"Diabetes with stable prolif diabetic retinopathy, bilateral","Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, bilateral",37200073,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3559,E083559,"Diabetes with stable prolif diabetic retinopathy, unsp","Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, unspecified eye",37200074,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.359,E08359,Diab due to undrl cond w prolif diab rtnop w/o macular edema,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema,45561940,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema,Condition,ICD10CM,6-char nonbill code,1/1/1970,12/31/2099,TRUE
E08.3591,E083591,"Diab with prolif diabetic rtnop without macular edema, r eye","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, right eye",37200075,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3592,E083592,"Diab with prolif diab rtnop without macular edema, left eye","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, left eye",37200076,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3593,E083593,"Diab with prolif diabetic rtnop without macular edema, bi","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, bilateral",37200077,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.3599,E083599,"Diab with prolif diabetic rtnop without macular edema, unsp","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, unspecified eye",37200078,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.36,E0836,Diabetes due to underlying condition w diabetic cataract,Diabetes mellitus due to underlying condition with diabetic cataract,45566724,Diabetes mellitus due to underlying condition with diabetic cataract,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
E08.37,E0837,"Diabetes with diabetic macular edema, resolved fol treatment","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment",37200079,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment",Condition,ICD10CM,5-char nonbill code,1/1/2017,12/31/2099,TRUE
E08.37X1,E0837X1,"Diab with diabetic macular edema, resolved fol trtmt, r eye","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, right eye",37200080,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, right eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.37X2,E0837X2,"Diab with diab macular edema, resolved fol trtmt, left eye","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, left eye",37200081,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, left eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.37X3,E0837X3,"Diabetes with diabetic macular edema, resolved fol trtmt, bi","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, bilateral",37200082,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, bilateral",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.37X9,E0837X9,"Diab with diabetic macular edema, resolved fol trtmt, unsp","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, unspecified eye",37200083,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, unspecified eye",Condition,ICD10CM,7-char billing code,1/1/2017,12/31/2099,TRUE
E08.39,E0839,Diabetes due to undrl condition w oth diabetic opth comp,Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication,45552374,Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
E08.4,NA,NA,NA,1567916,Diabetes mellitus due to underlying condition with neurological complications,Condition,ICD10CM,4-char nonbill code,1/1/2012,12/31/2099,TRUE
E08.40,E0840,"Diabetes due to underlying condition w diabetic neurop, unsp","Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified",45605392,"Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified",Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
E08.41,E0841,Diabetes due to undrl condition w diabetic mononeuropathy,Diabetes mellitus due to underlying condition with diabetic mononeuropathy,45561941,Diabetes mellitus due to underlying condition with diabetic mononeuropathy,Condition,ICD10CM,5-char billing code,1/1/1970,12/31/2099,TRUE
