"DX_CODE_2","CODE","LONG_DESCRIPTION","SHORT_DESCRIPTION","CONCEPT_ID","CONCEPT_NAME","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID","START_DATE","END_DATE","PREV_DOC_FLAG"
"634.01","63401","Spontaneous abortion, complicated by genital tract and pelvic infection, incomplete","Spon abor w pelv inf-inc",44823218,"Spontaneous abortion, complicated by genital tract and pelvic infection, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.02","63402","Spontaneous abortion, complicated by genital tract and pelvic infection, complete","Spon abor w pel inf-comp",44832507,"Spontaneous abortion, complicated by genital tract and pelvic infection, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.1",NA,NA,NA,44833696,"Spontaneous abortion complicated by delayed or excessive hemorrhage","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",TRUE
"634.10","63410","Spontaneous abortion, complicated by delayed or excessive hemorrhage, unspecified","Spon abort w hemorr-unsp",44830199,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.11","63411","Spontaneous abortion, complicated by delayed or excessive hemorrhage, incomplete","Spon abort w hemorr-inc",44830200,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.12","63412","Spontaneous abortion, complicated by delayed or excessive hemorrhage, complete","Spon abort w hemorr-comp",44826758,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.2",NA,NA,NA,44823219,"Spontaneous abortion complicated by damage to pelvic organs or tissues","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",TRUE
"634.20","63420","Spontaneous abortion, complicated by damage to pelvic organs or tissues, unspecified","Spon ab w pel damag-unsp",44821008,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.21","63421","Spontaneous abortion, complicated by damage to pelvic organs or tissues, incomplete","Spon ab w pelv damag-inc",44824372,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.22","63422","Spontaneous abortion, complicated by damage to pelvic organs or tissues, complete","Spon ab w pel damag-comp",44827917,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.3",NA,NA,NA,44831363,"Spontaneous abortion complicated by renal failure","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",TRUE
"634.30","63430","Spontaneous abortion, complicated by renal failure, unspecified","Spon ab w ren fail-unsp",44825573,"Spontaneous abortion, complicated by renal failure, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.31","63431","Spontaneous abortion, complicated by renal failure, incomplete","Spon ab w ren fail-inc",44826759,"Spontaneous abortion, complicated by renal failure, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.32","63432","Spontaneous abortion, complicated by renal failure, complete","Spon ab w ren fail-comp",44836064,"Spontaneous abortion, complicated by renal failure, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.4",NA,NA,NA,44827918,"Spontaneous abortion complicated by metabolic disorder","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",TRUE
"634.40","63440","Spontaneous abortion, complicated by metabolic disorder, unspecified","Spon ab w metab dis-unsp",44821009,"Spontaneous abortion, complicated by metabolic disorder, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.41","63441","Spontaneous abortion, complicated by metabolic disorder, incomplete","Spon ab w metab dis-inc",44830201,"Spontaneous abortion, complicated by metabolic disorder, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.42","63442","Spontaneous abortion, complicated by metabolic disorder, complete","Spon ab w metab dis-comp",44821010,"Spontaneous abortion, complicated by metabolic disorder, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.5",NA,NA,NA,44832508,"Spontaneous abortion complicated by shock","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",TRUE
"634.50","63450","Spontaneous abortion, complicated by shock, unspecified","Spon abort w shock-unsp",44836065,"Spontaneous abortion, complicated by shock, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.51","63451","Spontaneous abortion, complicated by shock, incomplete","Spon abort w shock-inc",44821011,"Spontaneous abortion, complicated by shock, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.52","63452","Spontaneous abortion, complicated by shock, complete","Spon abort w shock-comp",44824373,"Spontaneous abortion, complicated by shock, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.6",NA,NA,NA,44823220,"Spontaneous abortion complicated by embolism","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",TRUE
"634.60","63460","Spontaneous abortion, complicated by embolism, unspecified","Spon abort w embol-unsp",44832509,"Spontaneous abortion, complicated by embolism, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.61","63461","Spontaneous abortion, complicated by embolism, incomplete","Spon abort w embol-inc",44836066,"Spontaneous abortion, complicated by embolism, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.62","63462","Spontaneous abortion, complicated by embolism, complete","Spon abort w embol-comp",44827919,"Spontaneous abortion, complicated by embolism, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.7",NA,NA,NA,44825574,"Spontaneous abortion with other specified complications","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",TRUE
"634.70","63470","Spontaneous abortion, with other specified complications, unspecified","Spon ab w compl NEC-unsp",44833697,"Spontaneous abortion, with other specified complications, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.71","63471","Spontaneous abortion, with other specified complications, incomplete","Spon ab w compl NEC-inc",44826760,"Spontaneous abortion, with other specified complications, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.72","63472","Spontaneous abortion, with other specified complications, complete","Spon ab w compl NEC-comp",44824374,"Spontaneous abortion, with other specified complications, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.8",NA,NA,NA,44822065,"Spontaneous abortion with unspecified complication","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",TRUE
"634.80","63480","Spontaneous abortion, with unspecified complication, unspecified","Spon ab w compl NOS-unsp",44823221,"Spontaneous abortion, with unspecified complication, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.81","63481","Spontaneous abortion, with unspecified complication, incomplete","Spon ab w compl NOS-inc",44826761,"Spontaneous abortion, with unspecified complication, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.82","63482","Spontaneous abortion, with unspecified complication, complete","Spon ab w compl NOS-comp",44833698,"Spontaneous abortion, with unspecified complication, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.9",NA,NA,NA,44822066,"Spontaneous abortion without mention of complication","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",TRUE
"634.90","63490","Spontaneous abortion, without mention of complication, unspecified","Spon abort uncompl-unsp",44822067,"Spontaneous abortion, without mention of complication, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.91","63491","Spontaneous abortion, without mention of complication, incomplete","Spon abort uncompl-inc",44826762,"Spontaneous abortion, without mention of complication, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"634.92","63492","Spontaneous abortion, without mention of complication, complete","Spon abort uncompl-comp",44831364,"Spontaneous abortion, without mention of complication, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",TRUE
"635",NA,NA,NA,44822068,"Legally induced abortion","Procedure","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31",FALSE
"635.0",NA,NA,NA,44833699,"Legally induced abortion complicated by genital tract and pelvic infection","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"635.00","63500","Legally induced abortion, complicated by genital tract and pelvic infection, unspecified","Leg abor w pelv inf-unsp",44836067,"Legally induced abortion, complicated by genital tract and pelvic infection, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.01","63501","Legally induced abortion, complicated by genital tract and pelvic infection, incomplete","Leg abor w pelv inf-inc",44825575,"Legally induced abortion, complicated by genital tract and pelvic infection, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.02","63502","Legally induced abortion, complicated by genital tract and pelvic infection, complete","Leg abor w pelv inf-comp",44824375,"Legally induced abortion, complicated by genital tract and pelvic infection, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.1",NA,NA,NA,44824376,"Legally induced abortion complicated by delayed or excessive hemorrhage","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"635.10","63510","Legally induced abortion, complicated by delayed or excessive hemorrhage, unspecified","Legal abor w hemorr-unsp",44837216,"Legally induced abortion, complicated by delayed or excessive hemorrhage, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.11","63511","Legally induced abortion, complicated by delayed or excessive hemorrhage, incomplete","Legal abort w hemorr-inc",44823222,"Legally induced abortion, complicated by delayed or excessive hemorrhage, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.12","63512","Legally induced abortion, complicated by delayed or excessive hemorrhage, complete","Legal abor w hemorr-comp",44837217,"Legally induced abortion, complicated by delayed or excessive hemorrhage, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.2",NA,NA,NA,44832510,"Legally induced abortion complicated by damage to pelvic organs or tissues","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"635.20","63520","Legally induced abortion, complicated by damage to pelvic organs or tissues, unspecified","Leg ab w pelv damag-unsp",44834861,"Legally induced abortion, complicated by damage to pelvic organs or tissues, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.21","63521","Legally induced abortion, complicated by damage to pelvic organs or tissues, incomplete","Leg ab w pelv damag-inc",44833700,"Legally induced abortion, complicated by damage to pelvic organs or tissues, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.22","63522","Legally induced abortion, complicated by damage to pelvic organs or tissues, complete","Leg ab w pelv damag-comp",44833701,"Legally induced abortion, complicated by damage to pelvic organs or tissues, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.3",NA,NA,NA,44834862,"Legally induced abortion complicated by renal failure","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"635.30","63530","Legally induced abortion, complicated by renal failure,unspecified","Leg abor w ren fail-unsp",44833702,"Legally induced abortion, complicated by renal failure,unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.31","63531","Legally induced abortion, complicated by renal failure, incomplete","Leg abor w ren fail-inc",44827920,"Legally induced abortion, complicated by renal failure, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.32","63532","Legally induced abortion, complicated by renal failure, complete","Leg abor w ren fail-comp",44827921,"Legally induced abortion, complicated by renal failure, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.4",NA,NA,NA,44819842,"Legally induced abortion complicated by metabolic disorder","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"635.40","63540","Legally induced abortion, complicated by metabolic disorder, unspecified","Leg ab w metab dis-unsp",44829086,"Legally induced abortion, complicated by metabolic disorder, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.41","63541","Legally induced abortion, complicated by metabolic disorder, incomplete","Leg ab w metab dis-inc",44829087,"Legally induced abortion, complicated by metabolic disorder, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.42","63542","Legally induced abortion, complicated by metabolic disorder, complete","Leg ab w metab dis-comp",44837218,"Legally induced abortion, complicated by metabolic disorder, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.5",NA,NA,NA,44822069,"Legally induced abortion complicated by shock","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"635.50","63550","Legally induced abortion, complicated by shock, unspecified","Legal abort w shock-unsp",44825576,"Legally induced abortion, complicated by shock, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.51","63551","Legally induced abortion, complicated by shock, incomplete","Legal abort w shock-inc",44826763,"Legally induced abortion, complicated by shock, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.52","63552","Legally induced abortion, complicated by shock, complete","Legal abort w shock-comp",44829088,"Legally induced abortion, complicated by shock, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.6",NA,NA,NA,44829089,"Legally induced abortion complicated by embolism","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"635.60","63560","Legally induced abortion, complicated by embolism, unspecified","Legal abort w embol-unsp",44833703,"Legally induced abortion, complicated by embolism, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.61","63561","Legally induced abortion, complicated by embolism, incomplete","Legal abort w embol-inc",44837219,"Legally induced abortion, complicated by embolism, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.62","63562","Legally induced abortion, complicated by embolism, complete","Legal abort w embol-comp",44829090,"Legally induced abortion, complicated by embolism, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.7",NA,NA,NA,44833704,"Legally induced abortion with other specified complications","Procedure","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"635.70","63570","Legally induced abortion, with other specified complications, unspecified","Leg ab w compl NEC-unsp",44832511,"Legally induced abortion, with other specified complications, unspecified","Procedure","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.71","63571","Legally induced abortion, with other specified complications, incomplete","Leg ab w compl NEC-inc",44819843,"Legally induced abortion, with other specified complications, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.72","63572","Legally induced abortion, with other specified complications, complete","Leg ab w compl NEC-comp",44830202,"Legally induced abortion, with other specified complications, complete","Procedure","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.8",NA,NA,NA,44831365,"Legally induced abortion with unspecified complication","Procedure","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"635.80","63580","Legally induced abortion, with unspecified complication, unspecified","Leg ab w compl NOS-unsp",44826764,"Legally induced abortion, with unspecified complication, unspecified","Procedure","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.81","63581","Legally induced abortion, with unspecified complication, incomplete","Leg ab w compl NOS-inc",44822070,"Legally induced abortion, with unspecified complication, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.82","63582","Legally induced abortion, with unspecified complication, complete","Leg ab w compl NOS-comp",44825577,"Legally induced abortion, with unspecified complication, complete","Procedure","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.9",NA,NA,NA,44822071,"Legally induced abortion without mention of complication","Procedure","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"635.90","63590","Legally induced abortion, without mention of complication, unspecified","Legal abort uncompl-unsp",44825578,"Legally induced abortion, without mention of complication, unspecified","Procedure","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.91","63591","Legally induced abortion, without mention of complication, incomplete","Legal abort uncompl-inc",44822072,"Legally induced abortion, without mention of complication, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"635.92","63592","Legally induced abortion, without mention of complication, complete","Legal abort uncompl-comp",44825579,"Legally induced abortion, without mention of complication, complete","Procedure","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636",NA,NA,NA,44837220,"Illegally induced abortion","Condition","ICD9CM","3-dig nonbill code","1970-01-01","2099-12-31",FALSE
"636.0",NA,NA,NA,44833705,"Illegally induced abortion complicated by genital tract and pelvic infection","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"636.00","63600","Illegally induced abortion, complicated by genital tract and pelvic infection, unspecified","Illeg ab w pelv inf-unsp",44831366,"Illegally induced abortion, complicated by genital tract and pelvic infection, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.01","63601","Illegally induced abortion, complicated by genital tract and pelvic infection, incomplete","Illeg ab w pelv inf-inc",44833706,"Illegally induced abortion, complicated by genital tract and pelvic infection, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.02","63602","Illegally induced abortion, complicated by genital tract and pelvic infection, complete","Illeg ab w pelv inf-comp",44837221,"Illegally induced abortion, complicated by genital tract and pelvic infection, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.1",NA,NA,NA,44832512,"Illegally induced abortion complicated by delayed or excessive hemorrhage","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"636.10","63610","Illegally induced abortion, complicated by delayed or excessive hemorrhage, unspecified","Illeg ab w hemorr-unspec",44823223,"Illegally induced abortion, complicated by delayed or excessive hemorrhage, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.11","63611","Illegally induced abortion, complicated by delayed or excessive hemorrhage, incomplete","Illeg ab w hemorr-inc",44822073,"Illegally induced abortion, complicated by delayed or excessive hemorrhage, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.12","63612","Illegally induced abortion, complicated by delayed or excessive hemorrhage, complete","Illeg ab w hemorr-comp",44829091,"Illegally induced abortion, complicated by delayed or excessive hemorrhage, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.2",NA,NA,NA,44825580,"Illegally induced abortion complicated by damage to pelvic organs or tissue","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"636.20","63620","Illegally induced abortion, complicated by damage to pelvic organs or tissues, unspecified","Illeg ab w pel damg-unsp",44822074,"Illegally induced abortion, complicated by damage to pelvic organs or tissues, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.21","63621","Illegally induced abortion, complicated by damage to pelvic organs or tissues, incomplete","Illeg ab w pel damag-inc",44834863,"Illegally induced abortion, complicated by damage to pelvic organs or tissues, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.22","63622","Illegally induced abortion, complicated by damage to pelvic organs or tissues, complete","Illeg ab w pel damg-comp",44819844,"Illegally induced abortion, complicated by damage to pelvic organs or tissues, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.3",NA,NA,NA,44837222,"Illegally induced abortion complicated by renal failure","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"636.30","63630","Illegally induced abortion, complicated by renal failure, unspecified","Illeg ab w ren fail-unsp",44826765,"Illegally induced abortion, complicated by renal failure, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.31","63631","Illegally induced abortion, complicated by renal failure, incomplete","Illeg ab w ren fail-inc",44829092,"Illegally induced abortion, complicated by renal failure, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.32","63632","Illegally induced abortion, complicated by renal failure, complete","Illeg ab w ren fail-comp",44821012,"Illegally induced abortion, complicated by renal failure, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.4",NA,NA,NA,44836068,"Illegally induced abortion complicated by metabolic disorder","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"636.40","63640","Illegally induced abortion, complicated by metabolic disorder, unspecified","Illeg ab w met dis-unsp",44824377,"Illegally induced abortion, complicated by metabolic disorder, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.41","63641","Illegally induced abortion, complicated by metabolic disorder, incomplete","Illeg ab w metab dis-inc",44836069,"Illegally induced abortion, complicated by metabolic disorder, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.42","63642","Illegally induced abortion, complicated by metabolic disorder, complete","Illeg ab w met dis-comp",44826766,"Illegally induced abortion, complicated by metabolic disorder, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.5",NA,NA,NA,44829093,"Illegally induced abortion complicated by shock","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"636.50","63650","Illegally induced abortion, complicated by shock, unspecified","Illeg abort w shock-unsp",44830203,"Illegally induced abortion, complicated by shock, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.51","63651","Illegally induced abortion, complicated by shock, incomplete","Illeg abort w shock-inc",44837223,"Illegally induced abortion, complicated by shock, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.52","63652","Illegally induced abortion, complicated by shock, complete","Illeg abort w shock-comp",44833707,"Illegally induced abortion, complicated by shock, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.6",NA,NA,NA,44821013,"Illegally induced abortion complicated by embolism","Condition","ICD9CM","4-dig nonbill code","1970-01-01","2099-12-31",FALSE
"636.60","63660","Illegally induced abortion, complicated by embolism, unspecified","Illeg ab w embolism-unsp",44824378,"Illegally induced abortion, complicated by embolism, unspecified","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.61","63661","Illegally induced abortion, complicated by embolism, incomplete","Illeg ab w embolism-inc",44823224,"Illegally induced abortion, complicated by embolism, incomplete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
"636.62","63662","Illegally induced abortion, complicated by embolism, complete","Illeg ab w embolism-comp",44834864,"Illegally induced abortion, complicated by embolism, complete","Condition","ICD9CM","5-dig billing code","1970-01-01","2099-12-31",FALSE
