CONCEPT_ID,CONCEPT_NAME,CONCEPT_CLASS_ID,CONCEPT_VOCAB_ID
4203601,Glissonian cirrhosis,Disorder,SNOMED
4064161,Cirrhosis of liver,Disorder,SNOMED
4163687,Cruveilhier-Baumgarten syndrome,Disorder,SNOMED
4184779,Macronodular cirrhosis,Disorder,SNOMED
4340946,Hypoxia-associated cirrhosis,Disorder,SNOMED
4294539,Florid cirrhosis,Disorder,SNOMED
40393769,Cirrhosis: [juvenile portal] or [childhood function] or [Indian childhood],Disorder,SNOMED
4153294,Cirrhosis secondary to cholestasis,Disorder,SNOMED
4300060,Pigment cirrhosis,Disorder,SNOMED
4232955,Cryptogenic cirrhosis,Disorder,SNOMED
44800333,[X]Other and unspecified cirrhosis of liver,Disorder,SNOMED
4304584,Portal cirrhosis,Disorder,SNOMED
35208349,Primary biliary cirrhosis,4-char billing code,ICD10CM
37399445,Reynolds syndrome,Disorder,SNOMED
37162856,Bleeding esophageal varices due to primary biliary cholangitis,Disorder,SNOMED
4140536,Parasitic cirrhosis,Disorder,SNOMED
4141628,Cardiac portal cirrhosis,Disorder,SNOMED
321588,Heart disease,Disorder,SNOMED
40393768,Cirrhosis: [cardiac portal] or [congestive],Disorder,SNOMED
4254051,Drug or medicament,Substance,SNOMED
37117933,Cirrhosis of liver caused by methotrexate,Disorder,SNOMED
37111265,Cirrhosis of liver caused by amiodarone,Disorder,SNOMED
37111266,Cirrhosis of liver caused by methyldopa,Disorder,SNOMED
4144116,Juvenile portal cirrhosis,Disorder,SNOMED
40393763,Cirrhosis of liver: [multilobular portal] or [postnecrotic],Disorder,SNOMED
4148254,Multilobular portal cirrhosis,Disorder,SNOMED
40393775,Cirrhosis secondary to cholestasis,Disorder,SNOMED
4143915,Cholestasis,Clinical Finding,SNOMED
40393766,Macronodular cirrhosis,Disorder,SNOMED
37396157,Idiopathic copper associated cirrhosis of liver,Disorder,SNOMED
4267507,Clonorchis sinensis,Organism,SNOMED
40438004,Florid cirrhosis,Disorder,SNOMED
4219593,Bronze cirrhosis,Disorder,SNOMED
40321222,Iron &/or copper &/or magnesium disorder (& [hemochromatosis] or [Wilson's disease]),Disorder,SNOMED
40351285,Iron &/or copper &/or magnesium disorder (& [hemochromatosis] or [Wilson's disease]),Disorder,SNOMED
3520032,Portal cirrhosis unspecified,Disorder,SNOMED
4340392,Laennec's cirrhosis, non-alcoholic,Disorder,SNOMED
4058684,Portal cirrhosis unspecified,Disorder,SNOMED
4055213,Infectious cirrhosis NOS,Disorder,SNOMED
4306572,Hypoxia,Disorder,SNOMED
4159615,Amiodarone,Substance,SNOMED
4159992,Methyldopa,Substance,SNOMED
4301206,Methotrexate,Substance,SNOMED
436672,Disorder of copper metabolism,Disorder,SNOMED
4058821,Primary sclerosing cholangitis,Disorder,SNOMED
198964,Chronic hepatitis C,Disorder,SNOMED
4020857,North American Indian intrahepatic cholestasis,Disorder,SNOMED
3544151,Cystic fibrosis related cirrhosis,Undefined,SNOMED
4281232,Type B viral hepatitis,Disorder,SNOMED
