"DX_CODE_2","CODE","SHORT_DESCRIPTION","LONG_DESCRIPTION","CONCEPT_ID","CONCEPT_NAME","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID","START_DATE","END_DATE","PREV_DOC_FLAG"
"O36.8219","O368219","Fetal anemia and thrombocytopenia, first trimester, oth","Fetal anemia and thrombocytopenia, first trimester, other fetus",45582523,"Fetal anemia and thrombocytopenia, first trimester, other fetus","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.822",NA,NA,NA,10101,"Fetal anemia and thrombocytopenia, second trimester","Condition","ICD10CM","6-char nonbill code","2014-01-01","2099-12-31",FALSE
"O36.8220","O368220","Fetal anemia and thrombocytopenia, second trimester, unsp","Fetal anemia and thrombocytopenia, second trimester, not applicable or unspecified",45606603,"Fetal anemia and thrombocytopenia, second trimester, not applicable or unspecified","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8221","O368221","Fetal anemia and thrombocytopenia, second trimester, fetus 1","Fetal anemia and thrombocytopenia, second trimester, fetus 1",45567953,"Fetal anemia and thrombocytopenia, second trimester, fetus 1","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8222","O368222","Fetal anemia and thrombocytopenia, second trimester, fetus 2","Fetal anemia and thrombocytopenia, second trimester, fetus 2",45558283,"Fetal anemia and thrombocytopenia, second trimester, fetus 2","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8223","O368223","Fetal anemia and thrombocytopenia, second trimester, fetus 3","Fetal anemia and thrombocytopenia, second trimester, fetus 3",45572834,"Fetal anemia and thrombocytopenia, second trimester, fetus 3","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8224","O368224","Fetal anemia and thrombocytopenia, second trimester, fetus 4","Fetal anemia and thrombocytopenia, second trimester, fetus 4",45592242,"Fetal anemia and thrombocytopenia, second trimester, fetus 4","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8225","O368225","Fetal anemia and thrombocytopenia, second trimester, fetus 5","Fetal anemia and thrombocytopenia, second trimester, fetus 5",45577621,"Fetal anemia and thrombocytopenia, second trimester, fetus 5","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8229","O368229","Fetal anemia and thrombocytopenia, second trimester, oth","Fetal anemia and thrombocytopenia, second trimester, other fetus",45577622,"Fetal anemia and thrombocytopenia, second trimester, other fetus","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.823",NA,NA,NA,10102,"Fetal anemia and thrombocytopenia, third trimester","Condition","ICD10CM","6-char nonbill code","2014-01-01","2099-12-31",FALSE
"O36.8230","O368230","Fetal anemia and thrombocytopenia, third trimester, unsp","Fetal anemia and thrombocytopenia, third trimester, not applicable or unspecified",45606604,"Fetal anemia and thrombocytopenia, third trimester, not applicable or unspecified","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8231","O368231","Fetal anemia and thrombocytopenia, third trimester, fetus 1","Fetal anemia and thrombocytopenia, third trimester, fetus 1",45572835,"Fetal anemia and thrombocytopenia, third trimester, fetus 1","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8232","O368232","Fetal anemia and thrombocytopenia, third trimester, fetus 2","Fetal anemia and thrombocytopenia, third trimester, fetus 2",45563134,"Fetal anemia and thrombocytopenia, third trimester, fetus 2","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8233","O368233","Fetal anemia and thrombocytopenia, third trimester, fetus 3","Fetal anemia and thrombocytopenia, third trimester, fetus 3",45592243,"Fetal anemia and thrombocytopenia, third trimester, fetus 3","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8234","O368234","Fetal anemia and thrombocytopenia, third trimester, fetus 4","Fetal anemia and thrombocytopenia, third trimester, fetus 4",45543989,"Fetal anemia and thrombocytopenia, third trimester, fetus 4","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8235","O368235","Fetal anemia and thrombocytopenia, third trimester, fetus 5","Fetal anemia and thrombocytopenia, third trimester, fetus 5",45563135,"Fetal anemia and thrombocytopenia, third trimester, fetus 5","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8239","O368239","Fetal anemia and thrombocytopenia, third trimester, oth","Fetal anemia and thrombocytopenia, third trimester, other fetus",45577623,"Fetal anemia and thrombocytopenia, third trimester, other fetus","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.829",NA,NA,NA,10103,"Fetal anemia and thrombocytopenia, unspecified trimester","Condition","ICD10CM","6-char nonbill code","2014-01-01","2099-12-31",FALSE
"O36.8290","O368290","Fetal anemia and thrombocytopenia, unsp trimester, unsp","Fetal anemia and thrombocytopenia, unspecified trimester, not applicable or unspecified",45534252,"Fetal anemia and thrombocytopenia, unspecified trimester, not applicable or unspecified","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8291","O368291","Fetal anemia and thrombocytopenia, unsp trimester, fetus 1","Fetal anemia and thrombocytopenia, unspecified trimester, fetus 1",45558284,"Fetal anemia and thrombocytopenia, unspecified trimester, fetus 1","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8292","O368292","Fetal anemia and thrombocytopenia, unsp trimester, fetus 2","Fetal anemia and thrombocytopenia, unspecified trimester, fetus 2",45606605,"Fetal anemia and thrombocytopenia, unspecified trimester, fetus 2","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8293","O368293","Fetal anemia and thrombocytopenia, unsp trimester, fetus 3","Fetal anemia and thrombocytopenia, unspecified trimester, fetus 3",45553536,"Fetal anemia and thrombocytopenia, unspecified trimester, fetus 3","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8294","O368294","Fetal anemia and thrombocytopenia, unsp trimester, fetus 4","Fetal anemia and thrombocytopenia, unspecified trimester, fetus 4",45582524,"Fetal anemia and thrombocytopenia, unspecified trimester, fetus 4","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8295","O368295","Fetal anemia and thrombocytopenia, unsp trimester, fetus 5","Fetal anemia and thrombocytopenia, unspecified trimester, fetus 5",45553537,"Fetal anemia and thrombocytopenia, unspecified trimester, fetus 5","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"O36.8299","O368299","Fetal anemia and thrombocytopenia, unsp trimester, oth fetus","Fetal anemia and thrombocytopenia, unspecified trimester, other fetus",45582525,"Fetal anemia and thrombocytopenia, unspecified trimester, other fetus","Condition","ICD10CM","7-char billing code","1970-01-01","2099-12-31",FALSE
"P61",NA,NA,NA,1572027,"Other perinatal hematological disorders","Condition","ICD10CM","3-char nonbill code","2012-01-01","2099-12-31",TRUE
"P61.0","P610","Transient neonatal thrombocytopenia","Transient neonatal thrombocytopenia",35210599,"Transient neonatal thrombocytopenia","Condition","ICD10CM","4-char billing code","2007-01-01","2099-12-31",TRUE
"P61.1","P611","Polycythemia neonatorum","Polycythemia neonatorum",35210600,"Polycythemia neonatorum","Condition","ICD10CM","4-char billing code","2007-01-01","2099-12-31",TRUE
"P61.2","P612","Anemia of prematurity","Anemia of prematurity",35210601,"Anemia of prematurity","Condition","ICD10CM","4-char billing code","2007-01-01","2099-12-31",TRUE
"P61.3","P613","Congenital anemia from fetal blood loss","Congenital anemia from fetal blood loss",35210602,"Congenital anemia from fetal blood loss","Condition","ICD10CM","4-char billing code","2007-01-01","2099-12-31",TRUE
"P61.4","P614","Other congenital anemias, not elsewhere classified","Other congenital anemias, not elsewhere classified",35210603,"Other congenital anemias, not elsewhere classified","Condition","ICD10CM","4-char billing code","2007-01-01","2099-12-31",TRUE
"P61.5","P615","Transient neonatal neutropenia","Transient neonatal neutropenia",35210604,"Transient neonatal neutropenia","Condition","ICD10CM","4-char billing code","2007-01-01","2099-12-31",TRUE
"P61.6","P616","Other transient neonatal disorders of coagulation","Other transient neonatal disorders of coagulation",35210605,"Other transient neonatal disorders of coagulation","Condition","ICD10CM","4-char billing code","2007-01-01","2099-12-31",TRUE
"P61.8","P618","Other specified perinatal hematological disorders","Other specified perinatal hematological disorders",35210606,"Other specified perinatal hematological disorders","Condition","ICD10CM","4-char billing code","2007-01-01","2099-12-31",TRUE
"P61.9","P619","Perinatal hematological disorder, unspecified","Perinatal hematological disorder, unspecified",35210607,"Perinatal hematological disorder, unspecified","Condition","ICD10CM","4-char billing code","2007-01-01","2099-12-31",TRUE
